Tarih,Gün,Ürün Adı,Birim,En Düşük Fiyat,En Yüksek Fiyat,Maks_Sicaklik_C,Min_Sicaklik_C,Ort_Sicaklik_C,Toplam_Yagis_mm
12.04.2021,Pazartesi,BAKLA,Kg,3,"5,5",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,BİBER (CİN),Kg,15,23,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,BİBER (ÇARLİ),Kg,6,8,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,BİBER (DOLMA),Kg,6,8,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,BİBER (KIL),Kg,10,14,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,BİBER (KAPYA),Kg,"8,5",16,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,BİBER (SİVRİ),Kg,8,11,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,BİBER (KÖY),Kg,8,10,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,BROKOLİ,Kg,6,9,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,DERE OTU,Bağ,"0,5",1,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,DOMATES (Çeri),Kg,7,11,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,DOMATES (MUHTELİF),Kg,"3,5",6,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,DOMATES (SALKIM),Kg,4,"6,5",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,DOMATES (KÖY),Kg,"4,5",7,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,EKŞİ OT (BAĞ),Bağ,"0,5",1,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,ENGİNAR (ADET),Adet,5,7,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,FASULYE (MUHTELİF),Kg,8,15,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,FESLEĞEN (REYHAN),Bağ,1,2,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,HAVUÇ,Kg,1,"2,5",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,ISPANAK,Kg,1,"2,5",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,KABAK (BAL),Kg,1,2,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,KABAK (BEYAZ),Kg,2,4,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,KABAK (KARA),Kg,2,"3,5",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,KARNABAHAR,Kg,3,5,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,KEREVİZ,Kg,2,4,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,LAHANA (BEYAZ),Kg,"0,7","1,8",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,LAHANA (MOR),Kg,1,2,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,MANTAR (KÜLTÜR),Kg,7,13,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,MARUL (AYSBERK),Adet,"3,5","4,8",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,MARUL (MOR),Adet,"2,5",4,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,NANE (BAĞ),Bağ,"0,5",1,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,PANCAR (KIRMIZI),Kg,"1,5","2,5",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,PATLICAN (KEMER),Kg,2,"3,5",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,PATLICAN (TOPAK),Kg,2,"3,5",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,PIRASA,Kg,"1,5",3,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,ROKA (BAĞ),Bağ,"0,5","1,2",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,SALATALIK (SİLOR),Kg,2,4,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,SALATALIK (MUHTELİF),Kg,2,"3,5",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,SARIMSAK (KURU),Kg,15,30,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,SEMİZ OTU (BAĞ),Bağ,1,2,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,SOGAN (KURU),Kg,"0,8","1,5",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,SOGAN (KIRMIZI),Kg,3,"4,5",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,SOGAN (YEŞİL),Kg,3,5,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,TERE,Bağ,"0,5","1,2",8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,TURP (MUHTELİF),Kg,"1,5",3,8.9,0.4,4.1,0.2
12.04.2021,Pazartesi,PATATES,Kg,"0,8","1,7",8.9,0.4,4.1,0.2
15.04.2021,Perşembe,BAKLA,Kg,3,"5,5",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,BİBER (CİN),Kg,13,20,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,BİBER (ÇARLİ),Kg,6,8,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,BİBER (DOLMA),Kg,6,8,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,BİBER (KIL),Kg,10,14,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,BİBER (KAPYA),Kg,"8,5",17,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,BİBER (SİVRİ),Kg,8,11,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,BİBER (KÖY),Kg,8,10,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,BROKOLİ,Kg,6,9,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,DERE OTU,Bağ,"0,5",1,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,DOMATES (Çeri),Kg,8,13,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,DOMATES (MUHTELİF),Kg,"3,5",6,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,DOMATES (SALKIM),Kg,"4,5",7,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,DOMATES (KÖY),Kg,"4,5",7,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,EKŞİ OT (BAĞ),Bağ,"0,5",1,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,ENGİNAR (ADET),Adet,5,7,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,FASULYE (MUHTELİF),Kg,8,15,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,FESLEĞEN (REYHAN),Bağ,1,2,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,HAVUÇ,Kg,1,"2,5",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,ISPANAK,Kg,"1,5",3,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,KABAK (BAL),Kg,1,2,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,KABAK (BEYAZ),Kg,"2,5",5,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,KABAK (KARA),Kg,"2,5",4,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,KARNABAHAR,Kg,3,5,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,KEREVİZ,Kg,2,4,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,LAHANA (BEYAZ),Kg,"0,7","1,8",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,LAHANA (MOR),Kg,1,2,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,MANTAR (KÜLTÜR),Kg,7,14,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,MARUL (AYSBERK),Adet,"3,5","4,8",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,MARUL (MOR),Adet,"2,5",4,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,MARUL (MUHTELİF),Adet,3,"4,8",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,MAYDONOZ,Bağ,"0,5",1,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,NANE (BAĞ),Bağ,"0,7","1,2",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,PANCAR (KIRMIZI),Kg,"1,5","2,5",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,PATATES,Kg,"0,8","1,7",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,PATATES (TAZE),Kg,"2,5",4,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,PATLICAN (KEMER),Kg,2,"3,5",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,PATLICAN (TOPAK),Kg,2,"3,5",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,PIRASA,Kg,2,3,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,ROKA (BAĞ),Bağ,"0,5","1,2",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,SALATALIK (SİLOR),Kg,5,"6,5",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,SALATALIK (MUHTELİF),Kg,"3,5",5,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,SARIMSAK (KURU),Kg,15,30,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,SEMİZ OTU (BAĞ),Bağ,1,2,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,SOGAN (KURU),Kg,"0,8","1,5",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,SOGAN (KIRMIZI),Kg,3,"4,5",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,SOGAN (YEŞİL),Kg,3,5,20.0,7.6,13.3,0.1
15.04.2021,Perşembe,TERE,Bağ,"0,5","1,2",20.0,7.6,13.3,0.1
15.04.2021,Perşembe,TURP (MUHTELİF),Kg,"1,5",3,20.0,7.6,13.3,0.1
19.04.2021,Pazartesi,BAKLA,Kg,3,"5,5",26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,BİBER (CİN),Kg,13,20,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,BİBER (ÇARLİ),Kg,6,8,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,BİBER (DOLMA),Kg,6,8,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,BİBER (KIL),Kg,10,14,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,BİBER (KAPYA),Kg,"8,5",17,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,BİBER (SİVRİ),Kg,8,11,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,BİBER (KÖY),Kg,8,10,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,BROKOLİ,Kg,6,9,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,DERE OTU,Bağ,"0,5",1,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,DOMATES (Çeri),Kg,8,13,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,DOMATES (MUHTELİF),Kg,"3,5",6,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,DOMATES (SALKIM),Kg,"4,5",7,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,DOMATES (KÖY),Kg,"4,5",7,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,EKŞİ OT (BAĞ),Bağ,"0,5",1,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,ENGİNAR (ADET),Adet,5,7,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,FASULYE (MUHTELİF),Kg,8,15,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,FESLEĞEN (REYHAN),Bağ,1,2,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,HAVUÇ,Kg,1,"2,5",26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,ISPANAK,Kg,"1,5",3,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,KABAK (BAL),Kg,1,2,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,KABAK (BEYAZ),Kg,"2,5",5,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,KABAK (KARA),Kg,"2,5",4,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,KARNABAHAR,Kg,"1,5",3,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,KEREVİZ,Kg,2,4,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,LAHANA (BEYAZ),Kg,"0,7",1,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,LAHANA (MOR),Kg,1,2,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,MANTAR (KÜLTÜR),Kg,7,14,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,MARUL (AYSBERK),Adet,"3,5","4,8",26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,MARUL (MOR),Adet,"2,5",4,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,MAYDONOZ,Bağ,"0,5",1,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,NANE (BAĞ),Bağ,"0,7",1,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,PANCAR (KIRMIZI),Kg,"1,5","2,5",26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,PATATES,Kg,"0,8",1,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,PATATES (TAZE),Kg,"2,5",4,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,PATLICAN (KEMER),Kg,3,5,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,PATLICAN (TOPAK),Kg,2,"3,5",26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,PIRASA,Kg,2,3,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,ROKA (BAĞ),Bağ,"0,5",1,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,SALATALIK (SİLOR),Kg,"4,5",6,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,SALATALIK (MUHTELİF),Kg,3,"4,5",26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,SARIMSAK (KURU),Kg,15,30,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,SEMİZ OTU (BAĞ),Bağ,1,2,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,SOGAN (KIRMIZI),Kg,3,"4,5",26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,SOGAN (YEŞİL),Kg,3,5,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,TERE,Bağ,"0,5",1,26.3,11.2,18.4,0.3
19.04.2021,Pazartesi,TURP (MUHTELİF),Kg,1,3,26.3,11.2,18.4,0.3
22.04.2021,Perşembe,BAKLA,Kg,3,"5,5",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,BİBER (CİN),Kg,13,20,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,BİBER (ÇARLİ),Kg,6,8,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,BİBER (DOLMA),Kg,6,8,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,BİBER (KIL),Kg,8,11,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,BİBER (KAPYA),Kg,"8,5",17,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,BİBER (SİVRİ),Kg,6,9,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,BİBER (KÖY),Kg,5,8,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,BROKOLİ,Kg,6,9,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,DERE OTU,Bağ,"0,5",1,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,DOMATES (Çeri),Kg,8,13,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,DOMATES (MUHTELİF),Kg,"3,5",6,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,DOMATES (SALKIM),Kg,"4,5",7,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,DOMATES (KÖY),Kg,"4,5",7,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,EKŞİ OT (BAĞ),Bağ,"0,5",1,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,ENGİNAR (ADET),Adet,5,7,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,FASULYE (MUHTELİF),Kg,6,12,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,FESLEĞEN (REYHAN),Bağ,1,2,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,HAVUÇ,Kg,1,"2,5",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,ISPANAK,Kg,"1,5",3,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,KABAK (BAL),Kg,1,2,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,KABAK (BEYAZ),Kg,"2,5",5,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,KABAK (KARA),Kg,"2,5",4,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,KARNABAHAR,Kg,"1,5",3,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,KEREVİZ,Kg,2,4,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,LAHANA (BEYAZ),Kg,"0,7","1,8",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,LAHANA (MOR),Kg,1,2,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,MANTAR (KÜLTÜR),Kg,7,14,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,MARUL (MOR),Adet,"2,5",4,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,MARUL (MUHTELİF),Adet,3,"4,8",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,MAYDONOZ,Bağ,"0,5",1,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,NANE (BAĞ),Bağ,"0,7","1,2",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,PANCAR (KIRMIZI),Kg,"1,5","2,5",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,PATATES,Kg,"0,8","1,7",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,PATATES (TAZE),Kg,2,"3,5",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,PATLICAN (KEMER),Kg,"2,5",4,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,PATLICAN (TOPAK),Kg,2,"3,5",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,PIRASA,Kg,"1,5","2,5",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,ROKA (BAĞ),Bağ,"0,5","1,2",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,SALATALIK (SİLOR),Kg,"3,5",5,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,SALATALIK (MUHTELİF),Kg,"2,8",4,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,SARIMSAK (KURU),Kg,15,30,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,SEMİZ OTU (BAĞ),Bağ,1,2,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,SOGAN (KURU),Kg,"0,8","1,5",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,SOGAN (YEŞİL),Kg,3,5,20.8,7.9,13.8,0.0
22.04.2021,Perşembe,TERE,Bağ,"0,5","1,2",20.8,7.9,13.8,0.0
22.04.2021,Perşembe,TURP (MUHTELİF),Kg,"1,5",3,20.8,7.9,13.8,0.0
26.04.2021,Pazartesi,BAKLA,Kg,3,"5,5",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,BİBER (CİN),Kg,13,18,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,BİBER (ÇARLİ),Kg,"3,5",6,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,BİBER (DOLMA),Kg,5,7,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,BİBER (KIL),Kg,4,7,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,BİBER (KAPYA),Kg,"8,5",17,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,BİBER (SİVRİ),Kg,4,6,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,BİBER (KÖY),Kg,"3,5",6,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,BROKOLİ,Kg,6,9,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,DERE OTU,Bağ,"0,5",1,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,DOMATES (Çeri),Kg,8,13,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,DOMATES (MUHTELİF),Kg,"2,5",5,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,DOMATES (SALKIM),Kg,"3,5","5,5",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,DOMATES (KÖY),Kg,4,"6,5",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,EKŞİ OT (BAĞ),Bağ,"0,5",1,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,ENGİNAR (ADET),Adet,5,7,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,FASULYE (MUHTELİF),Kg,8,15,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,FESLEĞEN (REYHAN),Bağ,1,2,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,HAVUÇ,Kg,1,"2,5",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,ISPANAK,Kg,"1,5",3,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,KABAK (BAL),Kg,1,2,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,KABAK (BEYAZ),Kg,"2,5",5,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,KABAK (KARA),Kg,"2,5",4,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,KARNABAHAR,Kg,1,"2,5",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,KEREVİZ,Kg,2,4,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,LAHANA (BEYAZ),Kg,"0,7","1,8",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,LAHANA (MOR),Kg,1,2,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,MANTAR (KÜLTÜR),Kg,7,14,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,MARUL (AYSBERK),Adet,"3,5","4,8",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,MARUL (MOR),Adet,"2,5",4,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,MARUL (MUHTELİF),Adet,3,"4,8",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,MAYDONOZ,Bağ,"0,5",1,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,NANE (BAĞ),Bağ,"0,7","1,2",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,PANCAR (KIRMIZI),Kg,"1,5","2,5",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,PATATES,Kg,"0,8","1,7",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,PATATES (TAZE),Kg,"1,5","2,5",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,PATLICAN (KEMER),Kg,2,4,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,PATLICAN (TOPAK),Kg,"1,5","3,5",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,PIRASA,Kg,2,3,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,ROKA (BAĞ),Bağ,"0,5","1,2",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,SALATALIK (SİLOR),Kg,"2,5",4,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,SALATALIK (MUHTELİF),Kg,2,4,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,SARIMSAK (KURU),Kg,15,30,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,SEMİZ OTU (BAĞ),Bağ,1,2,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,SOGAN (KURU),Kg,"0,8","1,5",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,SOGAN (KIRMIZI),Kg,3,"4,5",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,SOGAN (YEŞİL),Kg,3,5,18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,TERE,Bağ,"0,5","1,2",18.0,10.4,13.7,0.9
26.04.2021,Pazartesi,TURP (MUHTELİF),Kg,"1,5",3,18.0,10.4,13.7,0.9
29.04.2021,Perşembe,BAKLA,Kg,3,"5,5",27.8,15.9,21.5,0.0
29.04.2021,Perşembe,BİBER (CİN),Kg,13,18,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,BİBER (ÇARLİ),Kg,"3,5",6,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,BİBER (DOLMA),Kg,4,6,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,BİBER (KIL),Kg,4,7,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,BİBER (KAPYA),Kg,"8,5",17,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,BİBER (SİVRİ),Kg,3,5,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,BİBER (KÖY),Kg,3,5,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,BROKOLİ,Kg,6,9,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,DERE OTU,Bağ,"0,5",1,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,DOMATES (Çeri),Kg,7,10,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,DOMATES (MUHTELİF),Kg,"2,5",5,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,DOMATES (SALKIM),Kg,4,7,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,DOMATES (KÖY),Kg,4,"6,5",27.8,15.9,21.5,0.0
29.04.2021,Perşembe,EKŞİ OT (BAĞ),Bağ,"0,5",1,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,ENGİNAR (ADET),Adet,5,7,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,FASULYE (MUHTELİF),Kg,8,15,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,FESLEĞEN (REYHAN),Bağ,1,2,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,HAVUÇ,Kg,1,"2,5",27.8,15.9,21.5,0.0
29.04.2021,Perşembe,ISPANAK,Kg,"1,5",3,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,KABAK (BAL),Kg,1,2,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,KABAK (BEYAZ),Kg,"2,5",5,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,KABAK (KARA),Kg,"2,5",4,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,KARNABAHAR,Kg,1,"2,5",27.8,15.9,21.5,0.0
29.04.2021,Perşembe,KEREVİZ,Kg,2,4,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,LAHANA (BEYAZ),Kg,"0,7","1,8",27.8,15.9,21.5,0.0
29.04.2021,Perşembe,LAHANA (MOR),Kg,1,2,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,MANTAR (KÜLTÜR),Kg,7,14,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,MARUL (AYSBERK),Adet,"3,5","4,8",27.8,15.9,21.5,0.0
29.04.2021,Perşembe,MARUL (MOR),Adet,"2,5",4,27.8,15.9,21.5,0.0
29.04.2021,Perşembe,MARUL (MUHTELİF),Adet,3,"4,8",27.8,15.9,21.5,0.0
29.04.2021,Perşembe,MAYDONOZ,Bağ,"0,5","1,1",27.8,15.9,21.5,0.0
29.04.2021,Perşembe,NANE (BAĞ),Bağ,"0,7","1,2",27.8,15.9,21.5,0.0
29.04.2021,Perşembe,PANCAR (KIRMIZI),Kg,"1,5","2,5",27.8,15.9,21.5,0.0
29.04.2021,Perşembe,PATATES,Kg,"0,8","1,7",27.8,15.9,21.5,0.0
29.04.2021,Perşembe,PATATES (TAZE),Kg,"1,5","2,5",27.8,15.9,21.5,0.0
29.04.2021,Perşembe,PATLICAN (KEMER),Kg,2,4,27.8,15.9,21.5,0.0
