Tarih,Gün,Ürün Adı,Birim,En Düşük Fiyat,En Yüksek Fiyat,Onceki_Seans_En_Dusuk_Fiyat,Maks_Sicaklik_C,Min_Sicaklik_C,Ort_Sicaklik_C,Toplam_Yagis_mm,Ort_Sicaklik_C_7_gun_once,Ort_Sicaklik_C_14_gun_once,Ort_Sicaklik_C_30_gun_once,Toplam_Yagis_mm_7_gun_once,Toplam_Yagis_mm_14_gun_once,Toplam_Yagis_mm_30_gun_once,Son_30_Gun_Ort_Yagis
08.08.2024,Perşembe,ACUR,Kg,15,25,,33.7,19.0,26.8,0.0,24.3,26.8,26.4,0.0,1.0,0.0,0.31000000000000016
12.08.2024,Pazartesi,ACUR,Kg,15,25,15,29.9,18.3,24.1,0.0,27.8,23.2,25.7,0.0,0.0,0.2,0.19333333333333344
15.08.2024,Perşembe,ACUR,Kg,15,25,15,32.9,19.6,26.3,0.0,26.8,24.3,26.2,0.0,0.0,0.0,0.19333333333333344
19.08.2024,Pazartesi,ACUR,Kg,15,25,15,35.5,17.3,26.7,0.0,24.1,27.8,26.7,0.0,0.0,0.0,0.10666666666666677
22.08.2024,Perşembe,ACUR,Kg,15,25,15,33.6,18.8,26.6,0.0,26.3,26.8,29.7,0.0,0.0,0.0,0.10666666666666677
26.08.2024,Pazartesi,ACUR,Kg,15,25,15,29.3,15.8,22.1,0.3,26.7,24.1,22.1,0.0,0.0,0.0,0.06666666666666679
29.08.2024,Perşembe,ACUR,Kg,15,25,15,29.9,17.2,23.2,0.1,26.6,26.3,24.5,0.0,0.0,0.0,0.07000000000000012
02.09.2024,Pazartesi,ACUR,Kg,15,25,15,27.6,14.6,20.6,0.7,22.1,26.7,27.2,0.3,0.0,0.0,0.2666666666666668
05.09.2024,Perşembe,ACUR,Kg,15,25,15,28.3,17.7,22.8,1.5,23.2,26.6,27.1,0.1,0.0,0.0,0.3433333333333335
09.09.2024,Pazartesi,ACUR,Kg,15,25,15,27.8,13.8,20.7,0.0,20.6,22.1,27.2,0.7,0.3,0.3,0.4066666666666668
12.09.2024,Perşembe,ACUR,Kg,15,25,15,29.2,14.7,21.8,0.3,22.8,23.2,24.6,1.5,0.1,0.0,0.43333333333333346
16.09.2024,Pazartesi,ACUR,Kg,15,25,15,26.3,15.1,20.6,0.0,20.7,20.6,21.1,0.0,0.7,0.0,0.43333333333333346
19.09.2024,Perşembe,ACUR,Kg,15,25,15,24.5,14.7,19.6,0.0,21.8,22.8,27.9,0.3,1.5,0.0,0.43333333333333346
23.09.2024,Pazartesi,ACUR,Kg,15,25,15,19.6,9.4,14.6,0.1,20.6,20.7,23.9,0.0,0.0,1.3,0.7266666666666667
26.09.2024,Perşembe,ACUR,Kg,15,25,15,24.3,12.0,17.6,0.0,19.6,21.8,23.2,0.0,0.3,0.0,0.7133333333333334
30.09.2024,Pazartesi,ACUR,Kg,15,25,15,27.7,12.7,17.8,13.9,14.6,20.6,22.9,0.1,0.0,0.1,1.1700000000000004
03.10.2024,Perşembe,ACUR,Kg,0,0,15,23.5,7.6,15.5,0.0,17.6,19.6,21.6,0.0,0.0,0.5,0.9733333333333334
07.10.2024,Pazartesi,ACUR,Kg,0,0,0,27.5,11.5,18.6,0.0,17.8,14.6,22.0,13.9,0.1,0.0,0.9133333333333334
10.10.2024,Perşembe,ACUR,Kg,0,0,0,28.2,10.5,18.9,0.0,15.5,17.6,21.6,0.0,0.0,0.0,0.8400000000000001
14.10.2024,Pazartesi,ACUR,Kg,0,0,0,23.9,12.0,17.7,0.0,18.6,17.8,23.1,0.0,13.9,0.0,0.8166666666666668
17.10.2024,Perşembe,ACUR,Kg,0,0,0,16.7,8.0,12.5,0.0,18.9,15.5,21.1,0.0,0.0,0.0,0.8166666666666668
21.10.2024,Pazartesi,ACUR,Kg,0,0,0,13.5,2.5,7.7,0.0,17.7,18.6,18.4,0.0,0.0,3.9,0.5466666666666669
24.10.2024,Perşembe,ACUR,Kg,0,0,0,16.5,2.9,9.0,0.0,12.5,18.9,15.3,0.0,0.0,0.0,0.48000000000000015
28.10.2024,Pazartesi,ACUR,Kg,0,0,0,17.1,3.1,9.4,0.0,7.7,17.7,19.8,0.0,0.0,0.0,0.48000000000000015
31.10.2024,Perşembe,ACUR,Kg,0,0,0,15.3,4.0,8.9,0.0,9.0,12.5,13.3,0.0,0.0,0.4,0.003333333333333452
04.11.2024,Pazartesi,ACUR,Kg,0,0,0,12.6,3.0,7.3,0.0,9.4,7.7,18.1,0.0,0.0,0.0,0.003333333333333452
07.11.2024,Perşembe,ACUR,Kg,0,0,0,12.0,-0.9,5.0,0.0,8.9,9.0,18.2,0.0,0.0,0.0,0.003333333333333452
11.11.2024,Pazartesi,ACUR,Kg,0,0,0,15.0,6.1,9.0,0.1,7.3,9.4,20.1,0.0,0.0,0.0,0.23666666666666678
14.11.2024,Perşembe,ACUR,Kg,0,0,0,15.6,3.1,9.2,0.0,5.0,8.9,16.9,0.0,0.0,0.0,0.23666666666666678
18.11.2024,Pazartesi,ACUR,Kg,0,0,0,12.1,1.9,6.9,0.4,9.0,7.3,7.7,0.1,0.0,0.0,0.3300000000000001
21.11.2024,Perşembe,ACUR,Kg,0,0,0,16.1,4.5,9.8,0.2,9.2,5.0,8.9,0.0,0.0,0.0,0.3400000000000001
25.11.2024,Pazartesi,ACUR,Kg,0,0,0,-0.9,-4.1,-2.6,0.0,6.9,9.0,9.3,0.4,0.1,0.0,0.8233333333333335
28.11.2024,Perşembe,ACUR,Kg,0,0,0,5.9,-1.9,1.3,0.0,9.8,9.2,10.4,0.2,0.0,0.0,0.8400000000000001
02.12.2024,Pazartesi,ACUR,Kg,0,0,0,7.4,-1.5,1.9,0.0,-2.6,6.9,11.4,0.0,0.4,0.0,0.8400000000000001
05.12.2024,Perşembe,ACUR,Kg,0,0,0,9.1,3.0,5.6,2.9,1.3,9.8,6.0,0.0,0.2,0.0,1.0466666666666669
09.12.2024,Pazartesi,ACUR,Kg,0,0,0,14.5,4.5,8.4,0.0,1.9,-2.6,5.7,0.0,0.0,0.0,1.0566666666666669
12.12.2024,Perşembe,ACUR,Kg,0,0,0,11.0,3.1,5.8,2.6,5.6,1.3,9.0,2.9,0.0,0.0,0.9066666666666667
16.12.2024,Pazartesi,ACUR,Kg,0,0,0,5.8,0.1,3.9,4.4,8.4,1.9,10.4,0.0,0.0,0.0,1.0533333333333335
19.12.2024,Perşembe,ACUR,Kg,0,0,0,8.0,-0.2,2.7,0.0,5.8,5.6,7.5,2.6,2.9,0.1,0.9566666666666668
23.12.2024,Pazartesi,ACUR,Kg,0,0,0,9.3,2.6,4.9,0.2,3.9,8.4,11.6,4.4,0.0,3.6,0.9433333333333335
26.12.2024,Perşembe,ACUR,Kg,0,0,0,7.8,2.7,4.7,1.3,2.7,5.8,-1.6,0.0,2.6,0.5,0.8966666666666667
30.12.2024,Pazartesi,ACUR,Kg,0,0,0,2.8,1.0,1.8,5.7,4.9,3.9,1.7,0.2,4.4,0.0,1.4733333333333334
02.01.2025,Perşembe,ACUR,Kg,0,0,0,6.9,-1.7,1.4,0.0,4.7,2.7,2.3,1.3,0.0,2.9,1.3900000000000001
06.01.2025,Pazartesi,ACUR,Kg,0,0,0,8.3,0.1,3.9,0.2,1.8,4.9,4.6,5.7,0.2,0.1,1.4500000000000002
09.01.2025,Perşembe,ACUR,Kg,0,0,0,10.0,0.1,3.8,0.0,1.4,4.7,8.2,0.0,1.3,0.0,1.4433333333333336
13.01.2025,Pazartesi,ACUR,Kg,0,0,0,14.6,4.6,8.4,0.0,3.9,1.8,0.0,0.2,5.7,0.0,1.3599999999999999
05.05.2025,Pazartesi,ASMA YAPRAĞI,Kg,90,120,,22.3,4.3,14.0,0.0,12.9,16.9,8.4,0.0,0.2,1.4,1.146666666666667
08.05.2025,Perşembe,ASMA YAPRAĞI,Kg,90,120,90,24.4,13.3,18.2,3.3,13.0,16.2,10.7,4.6,0.1,0.0,1.256666666666667
12.05.2025,Pazartesi,ASMA YAPRAĞI,Kg,90,120,90,23.7,11.5,17.5,0.5,14.0,12.9,2.1,0.0,0.0,0.0,0.8400000000000002
15.05.2025,Perşembe,ASMA YAPRAĞI,Kg,90,120,90,21.0,7.5,13.9,0.0,18.2,13.0,7.2,3.3,4.6,0.0,0.8133333333333334
19.05.2025,Pazartesi,ASMA YAPRAĞI,Kg,90,120,90,24.7,10.6,17.2,0.0,17.5,14.0,17.6,0.5,0.0,0.0,0.8166666666666668
22.05.2025,Perşembe,ASMA YAPRAĞI,Kg,90,120,90,28.5,12.3,21.4,0.0,13.9,18.2,18.2,0.0,3.3,0.1,0.8033333333333335
26.05.2025,Pazartesi,ASMA YAPRAĞI,Kg,90,140,90,31.6,19.4,25.1,0.0,17.2,17.5,12.5,0.0,0.5,1.2,0.5866666666666668
29.05.2025,Perşembe,ASMA YAPRAĞI,Kg,90,140,90,22.9,12.7,16.1,9.1,21.4,13.9,10.8,0.0,0.0,0.3,0.75
02.06.2025,Pazartesi,ASMA YAPRAĞI,Kg,90,140,90,20.9,10.4,15.3,0.9,25.1,17.2,11.6,0.0,0.0,0.1,1.3599999999999999
05.06.2025,Perşembe,ASMA YAPRAĞI,Kg,90,140,90,28.2,12.2,21.0,0.0,16.1,21.4,16.8,9.1,0.0,0.3,1.3366666666666667
12.06.2025,Perşembe,ASMA YAPRAĞI,Kg,90,140,90,32.7,17.4,26.4,0.0,21.0,16.1,15.6,0.0,9.1,0.8,1.1533333333333333
16.06.2025,Pazartesi,ASMA YAPRAĞI,Kg,90,180,90,25.6,13.4,19.7,0.0,24.6,15.3,21.7,0.0,0.9,0.0,1.2366666666666668
19.06.2025,Perşembe,ASMA YAPRAĞI,Kg,90,180,90,29.4,16.8,23.7,0.0,26.4,21.0,18.6,0.0,0.0,0.0,1.2366666666666668
26.06.2025,Perşembe,ASMA YAPRAĞI,Kg,90,180,90,32.8,19.0,26.6,0.0,23.7,26.4,20.6,0.0,0.0,0.0,1.2533333333333334
30.06.2025,Pazartesi,ASMA YAPRAĞI,Kg,90,180,90,26.0,13.2,20.0,0.0,21.3,19.7,14.1,0.0,0.0,4.3,0.5933333333333335
03.07.2025,Perşembe,ASMA YAPRAĞI,Kg,90,180,90,26.2,14.7,21.0,0.0,26.6,23.7,16.7,0.0,0.0,0.2,0.15333333333333346
07.07.2025,Pazartesi,ASMA YAPRAĞI,Kg,90,180,90,32.7,18.6,26.3,0.0,20.0,21.3,24.5,0.0,0.0,0.0,0.15333333333333346
10.07.2025,Perşembe,ASMA YAPRAĞI,Kg,90,180,90,37.1,20.4,29.6,0.0,21.0,26.6,25.8,0.0,0.0,0.0,0.15333333333333346
14.07.2025,Pazartesi,ASMA YAPRAĞI,Kg,90,180,90,36.8,24.3,31.0,0.0,26.3,20.0,23.3,0.0,0.0,3.7,0.03000000000000012
17.07.2025,Perşembe,ASMA YAPRAĞI,Kg,90,180,90,32.2,16.7,25.2,0.0,29.6,21.0,20.3,0.0,0.0,0.0,0.036666666666666785
21.07.2025,Pazartesi,ASMA YAPRAĞI,Kg,90,180,90,33.9,21.2,27.8,0.0,31.0,26.3,24.2,0.0,0.0,0.5,0.03000000000000012
24.07.2025,Perşembe,ASMA YAPRAĞI,Kg,90,180,90,35.2,23.6,29.5,0.0,25.2,29.6,23.2,0.0,0.0,0.0,0.03000000000000012
28.07.2025,Pazartesi,ASMA YAPRAĞI,Kg,90,180,90,38.9,21.6,31.6,0.0,27.8,31.0,26.6,0.0,0.0,0.0,0.03000000000000012
12.04.2021,Pazartesi,BAKLA,Kg,3,"5,5",,8.9,0.4,4.1,0.2,12.4,,,0.0,,,
15.04.2021,Perşembe,BAKLA,Kg,3,"5,5",3,20.0,7.6,13.3,0.1,13.2,6.7,,0.0,4.1,,
19.04.2021,Pazartesi,BAKLA,Kg,3,"5,5",3,26.3,11.2,18.4,0.3,4.1,12.4,,0.2,0.0,,
22.04.2021,Perşembe,BAKLA,Kg,3,"5,5",3,20.8,7.9,13.8,0.0,13.3,13.2,,0.1,0.0,,
26.04.2021,Pazartesi,BAKLA,Kg,3,"5,5",3,18.0,10.4,13.7,0.9,18.4,4.1,,0.3,0.2,,
29.04.2021,Perşembe,BAKLA,Kg,3,"5,5",3,27.8,15.9,21.5,0.0,13.8,13.3,4.4,0.0,0.1,0.1,0.6933333333333332
03.05.2021,Pazartesi,BAKLA,Kg,3,"5,5",3,32.3,17.2,25.0,0.0,13.7,18.4,7.9,0.9,0.3,0.0,0.4133333333333333
06.05.2021,Perşembe,BAKLA,Kg,3,"5,5",3,23.8,12.4,17.7,1.1,21.5,13.8,13.7,0.0,0.0,0.0,0.43333333333333335
17.05.2021,Pazartesi,BAKLA,Kg,3,"5,5",3,25.2,12.1,18.7,0.0,12.0,25.0,17.1,0.0,0.0,0.2,0.12333333333333334
20.05.2021,Perşembe,BAKLA,Kg,3,"5,5",3,32.4,13.8,23.2,0.0,20.9,17.7,17.7,0.0,1.1,0.0,0.10333333333333333
24.05.2021,Pazartesi,BAKLA,Kg,3,"5,5",3,25.1,12.0,18.7,0.0,18.7,12.0,16.6,0.0,0.0,0.0,0.11333333333333334
27.05.2021,Perşembe,BAKLA,Kg,3,"5,5",3,30.2,17.9,23.7,0.2,23.2,20.9,14.2,0.0,0.0,0.0,0.08
31.05.2021,Pazartesi,BAKLA,Kg,3,"5,5",3,28.0,14.2,20.5,0.2,18.7,18.7,20.8,0.0,0.0,0.0,0.11
03.06.2021,Perşembe,BAKLA,Kg,3,"5,5",3,22.5,7.4,15.3,0.0,23.7,23.2,21.1,0.2,0.0,0.1,0.3266666666666667
07.06.2021,Pazartesi,BAKLA,Kg,3,"5,5",3,28.0,11.2,20.1,0.0,20.5,18.7,21.9,0.2,0.0,0.2,0.2833333333333333
10.06.2021,Perşembe,BAKLA,Kg,3,"5,5",3,24.1,13.3,18.3,1.4,15.3,23.7,15.0,0.0,0.2,0.0,0.3733333333333333
14.06.2021,Pazartesi,BAKLA,Kg,3,"5,5",3,24.4,15.4,19.4,1.0,20.1,20.5,21.7,0.0,0.2,0.0,0.47333333333333333
21.06.2021,Pazartesi,BAKLA,Kg,3,"5,5",3,26.4,15.5,21.1,1.8,19.4,20.1,14.9,1.0,0.0,0.3,0.5933333333333334
24.06.2021,Perşembe,BAKLA,Kg,3,"5,5",3,26.5,17.3,21.7,0.4,18.2,18.3,20.9,0.0,1.4,0.0,0.8433333333333334
28.06.2021,Pazartesi,BAKLA,Kg,3,"5,5",3,29.1,19.7,24.5,0.0,21.1,19.4,19.8,1.8,1.0,0.5,0.8133333333333332
11.10.2021,Pazartesi,BAKLA,Kg,13,20,3,25.5,10.9,17.9,0.0,13.1,16.5,19.2,0.0,0.0,0.0,0.5933333333333334
16.08.2021,Pazartesi,BAMYA,Kg,13,20,,27.7,14.3,21.2,0.0,22.6,25.6,28.0,1.4,0.0,0.0,0.15666666666666665
19.08.2021,Perşembe,BAMYA,Kg,13,20,13,32.2,19.3,25.8,0.0,22.4,28.4,28.6,0.0,0.0,0.0,0.15666666666666665
23.08.2021,Pazartesi,BAMYA,Kg,13,20,13,29.8,18.3,24.0,0.0,21.2,22.6,23.0,0.0,1.4,0.0,0.15666666666666665
26.08.2021,Perşembe,BAMYA,Kg,13,20,13,33.6,18.5,26.5,0.0,25.8,22.4,24.1,0.0,0.0,0.0,0.15666666666666665
06.09.2021,Pazartesi,BAMYA,Kg,13,20,13,25.0,15.1,19.8,0.0,26.6,24.0,25.3,0.0,0.0,0.9,0.12666666666666665
09.09.2021,Perşembe,BAMYA,Kg,13,20,13,28.9,14.7,22.0,0.0,22.2,26.5,23.1,0.0,0.0,0.0,0.0033333333333333335
16.09.2021,Perşembe,BAMYA,Kg,13,20,13,19.3,12.9,15.2,1.4,22.0,22.2,23.1,0.0,0.0,0.0,0.3266666666666667
20.09.2021,Pazartesi,BAMYA,Kg,13,20,13,28.2,13.6,21.0,0.0,21.5,19.8,24.6,0.0,0.0,0.0,0.33
23.09.2021,Perşembe,BAMYA,Kg,13,20,13,16.6,8.9,11.9,6.5,15.2,22.0,23.4,1.4,0.0,0.0,0.5666666666666667
27.09.2021,Pazartesi,BAMYA,Kg,13,20,13,23.9,10.1,16.5,0.0,21.0,21.5,28.5,0.0,0.0,0.0,0.5666666666666667
30.09.2021,Perşembe,BAMYA,Kg,13,20,13,19.1,12.0,15.3,0.0,11.9,15.2,26.7,6.5,1.4,0.0,0.5933333333333334
04.10.2021,Pazartesi,BAMYA,Kg,13,20,13,19.2,7.5,13.1,0.0,16.5,21.0,18.8,0.0,0.0,0.0,0.5933333333333334
07.10.2021,Perşembe,BAMYA,Kg,13,20,13,18.8,5.8,12.1,0.0,15.3,11.9,18.2,0.0,6.5,0.0,0.5933333333333334
18.10.2021,Pazartesi,BAMYA,Kg,13,20,13,16.7,6.6,11.8,0.0,17.9,13.1,16.6,0.0,0.0,0.0,0.26999999999999996
21.10.2021,Perşembe,BAMYA,Kg,13,20,13,16.6,3.8,10.2,0.0,14.9,12.1,21.6,0.0,0.0,0.0,0.26999999999999996
25.10.2021,Pazartesi,BAMYA,Kg,13,20,13,12.6,6.6,9.4,0.0,11.8,17.9,13.6,0.0,0.0,0.0,0.03333333333333333
28.10.2021,Perşembe,BAMYA,Kg,13,20,13,16.7,4.5,10.7,0.0,10.2,14.9,16.9,0.0,0.0,0.0,0.03333333333333333
08.11.2021,Pazartesi,BAMYA,Kg,13,20,13,19.2,8.0,13.1,0.0,12.4,9.4,16.8,2.0,0.0,0.0,0.4033333333333333
11.11.2021,Perşembe,BAMYA,Kg,13,20,13,7.9,-0.4,3.4,0.0,12.5,10.7,17.9,0.0,0.0,0.0,0.4433333333333333
02.06.2025,Pazartesi,BAMYA,Kg,80,200,13,20.9,10.4,15.3,0.9,25.1,17.2,11.6,0.0,0.0,0.1,1.3599999999999999
05.06.2025,Perşembe,BAMYA,Kg,80,200,80,28.2,12.2,21.0,0.0,16.1,21.4,16.8,9.1,0.0,0.3,1.3366666666666667
12.06.2025,Perşembe,BAMYA,Kg,80,200,80,32.7,17.4,26.4,0.0,21.0,16.1,15.6,0.0,9.1,0.8,1.1533333333333333
16.06.2025,Pazartesi,BAMYA,Kg,80,200,80,25.6,13.4,19.7,0.0,24.6,15.3,21.7,0.0,0.9,0.0,1.2366666666666668
19.06.2025,Perşembe,BAMYA,Kg,80,200,80,29.4,16.8,23.7,0.0,26.4,21.0,18.6,0.0,0.0,0.0,1.2366666666666668
26.06.2025,Perşembe,BAMYA,Kg,100,200,80,32.8,19.0,26.6,0.0,23.7,26.4,20.6,0.0,0.0,0.0,1.2533333333333334
30.06.2025,Pazartesi,BAMYA,Kg,100,200,100,26.0,13.2,20.0,0.0,21.3,19.7,14.1,0.0,0.0,4.3,0.5933333333333335
03.07.2025,Perşembe,BAMYA,Kg,100,200,100,26.2,14.7,21.0,0.0,26.6,23.7,16.7,0.0,0.0,0.2,0.15333333333333346
07.07.2025,Pazartesi,BAMYA,Kg,100,200,100,32.7,18.6,26.3,0.0,20.0,21.3,24.5,0.0,0.0,0.0,0.15333333333333346
10.07.2025,Perşembe,BAMYA,Kg,100,200,100,37.1,20.4,29.6,0.0,21.0,26.6,25.8,0.0,0.0,0.0,0.15333333333333346
14.07.2025,Pazartesi,BAMYA,Kg,100,200,100,36.8,24.3,31.0,0.0,26.3,20.0,23.3,0.0,0.0,3.7,0.03000000000000012
17.07.2025,Perşembe,BAMYA,Kg,100,200,100,32.2,16.7,25.2,0.0,29.6,21.0,20.3,0.0,0.0,0.0,0.036666666666666785
21.07.2025,Pazartesi,BAMYA,Kg,100,200,100,33.9,21.2,27.8,0.0,31.0,26.3,24.2,0.0,0.0,0.5,0.03000000000000012
24.07.2025,Perşembe,BAMYA,Kg,50,100,100,35.2,23.6,29.5,0.0,25.2,29.6,23.2,0.0,0.0,0.0,0.03000000000000012
28.07.2025,Pazartesi,BAMYA,Kg,50,100,50,38.9,21.6,31.6,0.0,27.8,31.0,26.6,0.0,0.0,0.0,0.03000000000000012
31.07.2025,Perşembe,BAMYA,Kg,50,150,50,35.8,23.2,30.1,0.0,29.5,25.2,23.1,0.0,0.0,0.0,0.016666666666666784
04.08.2025,Pazartesi,BAMYA,Kg,50,150,50,31.4,20.2,26.5,1.3,31.6,27.8,21.5,0.0,0.0,0.0,0.17333333333333345
07.08.2025,Perşembe,BAMYA,Kg,50,150,50,35.0,22.8,29.4,0.0,30.1,29.5,28.6,0.0,0.0,0.0,0.17333333333333345
11.08.2025,Pazartesi,BAMYA,Kg,50,150,50,32.9,20.5,26.9,0.0,26.5,31.6,29.4,1.3,0.0,0.0,0.17333333333333345
14.08.2025,Perşembe,BAMYA,Kg,50,150,50,35.9,21.8,28.7,0.0,29.4,30.1,29.7,0.0,0.0,0.0,0.17333333333333345
18.08.2025,Pazartesi,BAMYA,Kg,50,150,50,33.4,19.1,26.6,0.0,26.9,26.5,26.8,0.0,1.3,0.0,0.1566666666666668
21.08.2025,Perşembe,BAMYA,Kg,50,150,50,30.7,18.6,25.2,0.0,28.7,29.4,28.2,0.0,0.0,0.0,0.1566666666666668
25.08.2025,Pazartesi,BAMYA,Kg,50,150,50,28.8,18.3,23.5,0.0,26.6,26.9,25.9,0.0,0.0,0.0,0.1566666666666668
28.08.2025,Perşembe,BAMYA,Kg,50,200,50,28.3,17.6,22.7,0.0,25.2,28.7,32.3,0.0,0.0,0.0,0.1566666666666668
01.09.2025,Pazartesi,BAMYA,Kg,50,200,50,35.6,17.7,26.8,0.0,23.5,26.6,25.8,0.0,0.0,3.4,0.04333333333333345
04.09.2025,Perşembe,BAMYA,Kg,50,200,50,27.7,17.5,22.8,0.0,22.7,25.2,28.2,0.0,0.0,0.0,0.0
08.09.2025,Pazartesi,BAMYA,Kg,50,200,50,22.4,14.8,18.7,3.2,26.8,23.5,27.1,0.0,0.0,0.0,0.12000000000000012
11.09.2025,Perşembe,BAMYA,Kg,50,200,50,27.7,13.3,20.3,0.0,22.8,22.7,26.4,0.0,0.0,0.0,0.12000000000000012
15.09.2025,Pazartesi,BAMYA,Kg,50,200,50,30.1,15.3,23.0,0.0,18.7,26.8,26.0,3.2,0.0,0.0,0.12000000000000012
18.09.2025,Perşembe,BAMYA,Kg,50,200,50,24.8,14.4,19.4,0.0,20.3,22.8,26.4,0.0,0.0,0.0,0.12000000000000012
22.09.2025,Pazartesi,BAMYA,Kg,50,200,50,23.7,10.0,17.2,0.0,23.0,18.7,26.9,0.0,3.2,0.0,0.12000000000000012
25.09.2025,Perşembe,BAMYA,Kg,50,200,50,27.7,11.6,20.0,0.0,19.4,20.3,23.2,0.0,0.0,0.0,0.12000000000000012
29.09.2025,Pazartesi,BAMYA,Kg,50,200,50,26.1,14.1,19.4,0.1,17.2,23.0,25.1,0.0,0.0,0.0,0.12333333333333346
02.10.2025,Perşembe,BAMYA,Kg,50,200,50,20.6,9.3,14.9,0.0,20.0,19.4,26.1,0.0,0.0,0.0,0.25333333333333347
06.10.2025,Pazartesi,BAMYA,Kg,50,200,50,24.1,9.5,16.9,0.0,19.4,17.2,24.4,0.1,0.0,0.0,0.25333333333333347
09.10.2025,Perşembe,BAMYA,Kg,50,200,50,17.9,7.2,12.5,0.2,14.9,20.0,18.0,0.0,0.0,0.0,0.3366666666666668
13.10.2025,Pazartesi,BAMYA,Kg,50,200,50,14.6,2.5,9.0,0.0,16.9,19.4,22.4,0.0,0.1,0.0,0.4700000000000001
16.10.2025,Perşembe,BAMYA,Kg,50,200,50,19.8,8.4,13.6,0.0,12.5,14.9,22.8,0.2,0.0,0.0,0.4700000000000001
20.10.2025,Pazartesi,BAMYA,Kg,50,200,50,17.7,9.6,13.9,0.6,9.0,16.9,16.1,0.0,0.0,0.0,0.4900000000000001
23.10.2025,Perşembe,BAMYA,Kg,50,200,50,21.1,10.5,15.1,0.0,13.6,12.5,18.8,0.0,0.2,0.0,0.5966666666666668
27.10.2025,Pazartesi,BAMYA,Kg,50,200,50,26.5,7.5,16.5,0.0,13.9,9.0,18.1,0.6,0.0,0.0,0.5966666666666668
30.10.2025,Perşembe,BAMYA,Kg,50,200,50,18.0,5.5,11.0,0.0,15.1,13.6,15.7,0.0,0.0,3.9,0.4700000000000001
03.11.2025,Pazartesi,BAMYA,Kg,50,200,50,21.9,7.9,13.9,0.0,16.5,13.9,19.1,0.0,0.6,0.0,0.4700000000000001
06.11.2025,Perşembe,BAMYA,Kg,50,200,50,19.2,9.7,14.5,0.3,11.0,15.1,16.4,0.0,0.0,0.1,0.4766666666666668
10.11.2025,Pazartesi,BAMYA,Kg,50,200,50,19.4,8.4,13.2,0.0,13.9,16.5,12.6,0.0,0.0,0.0,0.2766666666666668
13.11.2025,Perşembe,BAMYA,Kg,50,200,50,14.9,6.7,10.8,1.6,14.5,11.0,10.4,0.3,0.0,0.0,0.20333333333333348
17.11.2025,Pazartesi,BAMYA,Kg,50,200,50,16.8,0.6,8.3,0.0,13.2,13.9,15.1,0.0,0.0,0.0,0.20333333333333348
20.11.2025,Perşembe,BAMYA,Kg,50,200,50,18.7,2.8,10.3,0.0,10.8,14.5,13.1,1.6,0.3,3.1,0.08000000000000013
24.11.2025,Pazartesi,BAMYA,Kg,50,200,50,16.0,8.9,12.6,6.0,8.3,13.2,16.0,0.0,0.0,0.0,0.2766666666666668
27.11.2025,Perşembe,BAMYA,Kg,50,200,50,15.4,5.3,9.6,0.0,10.3,10.8,15.8,0.0,1.6,0.0,0.36333333333333345
26.08.2021,Perşembe,BARBUNYA,Kg,5,8,,33.6,18.5,26.5,0.0,25.8,22.4,24.1,0.0,0.0,0.0,0.15666666666666665
06.09.2021,Pazartesi,BARBUNYA,Kg,5,8,5,25.0,15.1,19.8,0.0,26.6,24.0,25.3,0.0,0.0,0.9,0.12666666666666665
09.09.2021,Perşembe,BARBUNYA,Kg,5,8,5,28.9,14.7,22.0,0.0,22.2,26.5,23.1,0.0,0.0,0.0,0.0033333333333333335
16.09.2021,Perşembe,BARBUNYA,Kg,5,8,5,19.3,12.9,15.2,1.4,22.0,22.2,23.1,0.0,0.0,0.0,0.3266666666666667
20.09.2021,Pazartesi,BARBUNYA,Kg,5,8,5,28.2,13.6,21.0,0.0,21.5,19.8,24.6,0.0,0.0,0.0,0.33
23.09.2021,Perşembe,BARBUNYA,Kg,5,12,5,16.6,8.9,11.9,6.5,15.2,22.0,23.4,1.4,0.0,0.0,0.5666666666666667
27.09.2021,Pazartesi,BARBUNYA,Kg,5,12,5,23.9,10.1,16.5,0.0,21.0,21.5,28.5,0.0,0.0,0.0,0.5666666666666667
30.09.2021,Perşembe,BARBUNYA,Kg,5,12,5,19.1,12.0,15.3,0.0,11.9,15.2,26.7,6.5,1.4,0.0,0.5933333333333334
04.10.2021,Pazartesi,BARBUNYA,Kg,5,12,5,19.2,7.5,13.1,0.0,16.5,21.0,18.8,0.0,0.0,0.0,0.5933333333333334
07.10.2021,Perşembe,BARBUNYA,Kg,5,12,5,18.8,5.8,12.1,0.0,15.3,11.9,18.2,0.0,6.5,0.0,0.5933333333333334
11.10.2021,Pazartesi,BARBUNYA,Kg,5,12,5,25.5,10.9,17.9,0.0,13.1,16.5,19.2,0.0,0.0,0.0,0.5933333333333334
18.10.2021,Pazartesi,BARBUNYA,Kg,5,12,5,16.7,6.6,11.8,0.0,17.9,13.1,16.6,0.0,0.0,0.0,0.26999999999999996
21.10.2021,Perşembe,BARBUNYA,Kg,5,12,5,16.6,3.8,10.2,0.0,14.9,12.1,21.6,0.0,0.0,0.0,0.26999999999999996
25.10.2021,Pazartesi,BARBUNYA,Kg,5,12,5,12.6,6.6,9.4,0.0,11.8,17.9,13.6,0.0,0.0,0.0,0.03333333333333333
