Tarih,Maks_Sicaklik_C,Min_Sicaklik_C,Ort_Sicaklik_C,Toplam_Yagis_mm
09.01.2026,5.4,-1.8,2.1,5.7
10.01.2026,9.0,-2.7,2.7,0.0
11.01.2026,10.7,2.8,7.6,7.8
12.01.2026,5.2,0.2,2.6,3.6
13.01.2026,0.6,-3.1,-1.0,0.6
14.01.2026,2.4,-4.5,-1.5,0.0
15.01.2026,4.4,-2.8,0.5,0.0
16.01.2026,7.5,-2.0,1.8,0.0
17.01.2026,2.1,-3.7,-0.4,0.0
18.01.2026,-0.5,-4.4,-2.9,0.0
19.01.2026,0.7,-6.1,-3.1,0.0
20.01.2026,0.3,-4.5,-2.3,0.0
21.01.2026,0.7,-4.9,-2.2,0.0
22.01.2026,6.7,-1.6,2.2,1.7
23.01.2026,9.6,0.7,4.0,6.9
24.01.2026,9.7,0.7,4.0,7.2
25.01.2026,13.1,-0.5,4.7,0.0
26.01.2026,12.1,-0.1,5.3,0.0
27.01.2026,9.4,1.6,4.9,3.4
28.01.2026,9.4,0.1,3.9,1.2
29.01.2026,10.7,-1.0,4.8,0.1
30.01.2026,12.3,4.9,7.6,4.3
31.01.2026,13.5,3.5,8.1,3.4
01.02.2026,14.4,2.8,8.7,0.0
02.02.2026,11.7,5.9,8.6,4.9
03.02.2026,7.8,-0.3,4.2,0.0
04.02.2026,8.9,-2.0,3.1,0.0
05.02.2026,12.7,0.5,6.0,0.0
06.02.2026,9.3,4.6,6.4,5.7
07.02.2026,13.8,3.6,7.9,4.4
08.02.2026,14.8,0.4,7.1,1.3
09.02.2026,11.7,1.4,6.5,0.8
10.02.2026,10.7,2.8,6.3,2.5
11.02.2026,11.9,0.8,5.4,0.2
12.02.2026,10.6,0.3,6.2,4.8
13.02.2026,9.6,4.5,7.2,13.7
14.02.2026,13.6,2.3,7.4,0.0
15.02.2026,17.2,1.7,8.6,0.0
16.02.2026,18.4,4.9,11.0,0.0
17.02.2026,13.3,5.8,9.4,1.7
18.02.2026,8.5,1.1,5.5,24.8
19.02.2026,6.4,-2.3,2.3,0.3
20.02.2026,12.5,-1.5,4.5,0.0
21.02.2026,13.4,-1.7,5.2,0.1
22.02.2026,11.4,0.7,5.7,0.5
23.02.2026,7.7,0.9,4.0,0.1
24.02.2026,10.6,-1.4,4.0,0.0
25.02.2026,9.4,0.5,2.9,5.6
26.02.2026,3.9,-1.3,0.8,1.0
27.02.2026,2.6,-1.7,0.2,0.0
28.02.2026,3.7,-1.6,0.7,0.0
01.03.2026,4.1,-1.7,1.4,0.2
02.03.2026,8.1,-1.9,2.6,0.0
03.03.2026,11.0,-1.2,4.1,0.0
04.03.2026,7.6,0.8,3.7,0.0
05.03.2026,11.2,-2.7,4.1,0.0
06.03.2026,11.5,2.6,6.4,1.3
07.03.2026,7.2,0.8,3.6,0.7
08.03.2026,7.2,-1.6,2.3,0.0
09.03.2026,7.6,-1.3,2.9,0.0
10.03.2026,9.7,-0.7,4.3,0.0
11.03.2026,12.4,-1.7,5.0,0.0
12.03.2026,13.6,-1.4,6.0,0.0
13.03.2026,13.9,-1.0,6.3,0.0
14.03.2026,12.1,1.8,7.4,0.0
15.03.2026,11.5,6.6,8.8,0.5
16.03.2026,17.3,5.0,10.4,0.2
17.03.2026,18.7,3.3,10.3,0.0
18.03.2026,13.9,6.1,9.7,0.3
19.03.2026,10.0,6.1,8.2,8.7
20.03.2026,11.1,3.2,6.3,5.3
21.03.2026,10.3,3.9,6.0,11.0
22.03.2026,10.9,4.8,7.2,3.1
23.03.2026,11.9,2.3,6.5,4.4
24.03.2026,11.8,-0.1,5.9,14.8
25.03.2026,11.5,2.7,6.5,4.5
26.03.2026,10.6,3.6,7.0,0.3
27.03.2026,16.2,0.9,8.1,0.0
28.03.2026,16.1,3.2,9.0,0.6
29.03.2026,12.1,4.9,8.2,5.6
30.03.2026,9.5,2.6,5.9,0.7
