Tarih,Gün,Ürün Adı,Birim,En Düşük Fiyat,En Yüksek Fiyat
07.08.2023,Pazartesi,PIRASA,Kg,8,13
07.08.2023,Pazartesi,ROKA (BAĞ),Bağ,2,"4,5"
07.08.2023,Pazartesi,SALATALIK (SİLOR),Kg,10,15
07.08.2023,Pazartesi,SALATALIK (MUHTELİF),Kg,8,15
07.08.2023,Pazartesi,SARIMSAK (KURU),Kg,35,70
07.08.2023,Pazartesi,SEMİZ OTU (BAĞ),Bağ,"3,5",6
07.08.2023,Pazartesi,SOGAN (KURU),Kg,8,15
07.08.2023,Pazartesi,SOGAN (YEŞİL),Kg,17,25
07.08.2023,Pazartesi,TERE,Bağ,"2,5","4,5"
07.08.2023,Pazartesi,HAVUÇ,Kg,10,18
10.08.2023,Perşembe,BİBER (CİN),Kg,12,25
10.08.2023,Perşembe,BİBER (ÇARLİ),Kg,12,20
10.08.2023,Perşembe,BİBER (DOLMA),Kg,12,18
10.08.2023,Perşembe,BİBER (KIL),Kg,17,27
10.08.2023,Perşembe,BİBER (KAPYA),Kg,20,30
10.08.2023,Perşembe,BİBER (SİVRİ),Kg,15,22
10.08.2023,Perşembe,BİBER (KÖY),Kg,10,20
10.08.2023,Perşembe,BROKOLİ,Kg,20,35
10.08.2023,Perşembe,DERE OTU,Bağ,3,5
10.08.2023,Perşembe,DOMATES (Çeri),Kg,25,35
10.08.2023,Perşembe,DOMATES (MUHTELİF),Kg,10,20
10.08.2023,Perşembe,DOMATES (SALKIM),Kg,12,18
10.08.2023,Perşembe,DOMATES (SALKIM KUTU),Kg,20,27
10.08.2023,Perşembe,DOMATES (KÖY),Kg,15,25
10.08.2023,Perşembe,DOMATES (İKİNCİ),Kg,7,13
10.08.2023,Perşembe,EKŞİ OT (BAĞ),Bağ,3,5
10.08.2023,Perşembe,FASULYE (MUHTELİF),Kg,30,40
10.08.2023,Perşembe,FESLEĞEN (REYHAN),Bağ,5,7
10.08.2023,Perşembe,ISPANAK,Kg,17,23
10.08.2023,Perşembe,KABAK (BEYAZ),Kg,8,15
10.08.2023,Perşembe,KABAK (KARA),Kg,8,15
10.08.2023,Perşembe,KARNABAHAR,Kg,10,15
10.08.2023,Perşembe,LAHANA (BEYAZ),Kg,5,10
10.08.2023,Perşembe,LAHANA (MOR),Kg,13,20
10.08.2023,Perşembe,MANTAR (KÜLTÜR),Kg,50,65
10.08.2023,Perşembe,MARUL (AYSBERK),Adet,15,20
10.08.2023,Perşembe,MARUL (MOR),Adet,11,16
10.08.2023,Perşembe,MARUL (MUHTELİF),Adet,11,16
10.08.2023,Perşembe,MAYDONOZ,Bağ,"2,5","4,5"
10.08.2023,Perşembe,NANE (BAĞ),Bağ,3,6
10.08.2023,Perşembe,PATATES,Kg,11,15
10.08.2023,Perşembe,PATLICAN (KEMER),Kg,10,18
10.08.2023,Perşembe,PATLICAN (TOPAK),Kg,7,18
10.08.2023,Perşembe,PIRASA,Kg,8,13
10.08.2023,Perşembe,ROKA (BAĞ),Bağ,2,"4,5"
10.08.2023,Perşembe,SALATALIK (SİLOR),Kg,10,15
10.08.2023,Perşembe,SALATALIK (MUHTELİF),Kg,8,15
10.08.2023,Perşembe,SARIMSAK (KURU),Kg,35,70
10.08.2023,Perşembe,SEMİZ OTU (BAĞ),Bağ,"3,5",6
10.08.2023,Perşembe,SOGAN (KURU),Kg,8,15
10.08.2023,Perşembe,SOGAN (YEŞİL),Kg,17,25
10.08.2023,Perşembe,TERE,Bağ,"2,5","4,5"
10.08.2023,Perşembe,HAVUÇ,Kg,10,18
14.08.2023,Pazartesi,BİBER (CİN),Kg,12,25
14.08.2023,Pazartesi,BİBER (ÇARLİ),Kg,12,20
14.08.2023,Pazartesi,BİBER (DOLMA),Kg,10,16
14.08.2023,Pazartesi,BİBER (KIL),Kg,17,27
14.08.2023,Pazartesi,BİBER (KAPYA),Kg,20,30
14.08.2023,Pazartesi,BİBER (SİVRİ),Kg,15,22
14.08.2023,Pazartesi,BİBER (KÖY),Kg,10,20
14.08.2023,Pazartesi,BROKOLİ,Kg,20,35
14.08.2023,Pazartesi,DERE OTU,Bağ,3,5
14.08.2023,Pazartesi,DOMATES (Çeri),Kg,25,35
14.08.2023,Pazartesi,DOMATES (MUHTELİF),Kg,10,20
14.08.2023,Pazartesi,DOMATES (SALKIM),Kg,12,18
14.08.2023,Pazartesi,DOMATES (SALKIM KUTU),Kg,20,27
14.08.2023,Pazartesi,DOMATES (KÖY),Kg,15,25
14.08.2023,Pazartesi,DOMATES (İKİNCİ),Kg,7,13
14.08.2023,Pazartesi,EKŞİ OT (BAĞ),Bağ,3,5
14.08.2023,Pazartesi,FASULYE (MUHTELİF),Kg,30,40
14.08.2023,Pazartesi,FESLEĞEN (REYHAN),Bağ,5,7
14.08.2023,Pazartesi,ISPANAK,Kg,17,25
14.08.2023,Pazartesi,KABAK (BEYAZ),Kg,8,15
14.08.2023,Pazartesi,KABAK (KARA),Kg,8,15
14.08.2023,Pazartesi,KARNABAHAR,Kg,10,15
14.08.2023,Pazartesi,LAHANA (BEYAZ),Kg,5,10
14.08.2023,Pazartesi,LAHANA (MOR),Kg,10,18
14.08.2023,Pazartesi,MANTAR (KÜLTÜR),Kg,50,65
14.08.2023,Pazartesi,MARUL (AYSBERK),Adet,15,20
14.08.2023,Pazartesi,MARUL (MOR),Adet,11,16
14.08.2023,Pazartesi,MARUL (MUHTELİF),Adet,11,16
14.08.2023,Pazartesi,MAYDONOZ,Bağ,"2,5","4,5"
14.08.2023,Pazartesi,NANE (BAĞ),Bağ,3,6
14.08.2023,Pazartesi,PATATES,Kg,11,15
14.08.2023,Pazartesi,PATLICAN (KEMER),Kg,10,18
14.08.2023,Pazartesi,PATLICAN (TOPAK),Kg,7,18
14.08.2023,Pazartesi,PIRASA,Kg,8,13
14.08.2023,Pazartesi,ROKA (BAĞ),Bağ,2,"4,5"
14.08.2023,Pazartesi,SALATALIK (SİLOR),Kg,10,15
14.08.2023,Pazartesi,SALATALIK (MUHTELİF),Kg,8,12
14.08.2023,Pazartesi,SARIMSAK (KURU),Kg,35,70
14.08.2023,Pazartesi,SEMİZ OTU (BAĞ),Bağ,"3,5",6
14.08.2023,Pazartesi,SOGAN (KURU),Kg,8,15
14.08.2023,Pazartesi,SOGAN (YEŞİL),Kg,17,25
14.08.2023,Pazartesi,TERE,Bağ,"2,5","4,5"
14.08.2023,Pazartesi,HAVUÇ,Kg,10,18
14.08.2023,Pazartesi,HIRTLAK,Kg,10,40
17.08.2023,Perşembe,BİBER (CİN),Kg,12,25
17.08.2023,Perşembe,BİBER (ÇARLİ),Kg,12,20
17.08.2023,Perşembe,BİBER (DOLMA),Kg,10,16
17.08.2023,Perşembe,BİBER (KIL),Kg,17,27
17.08.2023,Perşembe,BİBER (KAPYA),Kg,20,30
17.08.2023,Perşembe,BİBER (SİVRİ),Kg,15,22
17.08.2023,Perşembe,BİBER (KÖY),Kg,10,20
17.08.2023,Perşembe,BROKOLİ,Kg,20,35
17.08.2023,Perşembe,DERE OTU,Bağ,3,5
17.08.2023,Perşembe,DOMATES (Çeri),Kg,25,35
17.08.2023,Perşembe,DOMATES (MUHTELİF),Kg,10,20
17.08.2023,Perşembe,DOMATES (SALKIM),Kg,12,18
17.08.2023,Perşembe,DOMATES (SALKIM KUTU),Kg,20,27
17.08.2023,Perşembe,DOMATES (KÖY),Kg,15,25
17.08.2023,Perşembe,DOMATES (İKİNCİ),Kg,7,13
17.08.2023,Perşembe,EKŞİ OT (BAĞ),Bağ,3,5
17.08.2023,Perşembe,FASULYE (MUHTELİF),Kg,30,40
17.08.2023,Perşembe,FESLEĞEN (REYHAN),Bağ,5,7
17.08.2023,Perşembe,ISPANAK,Kg,17,25
17.08.2023,Perşembe,KABAK (BEYAZ),Kg,8,15
17.08.2023,Perşembe,KABAK (KARA),Kg,8,15
17.08.2023,Perşembe,KARNABAHAR,Kg,10,15
17.08.2023,Perşembe,LAHANA (BEYAZ),Kg,5,10
17.08.2023,Perşembe,LAHANA (MOR),Kg,10,18
17.08.2023,Perşembe,MANTAR (KÜLTÜR),Kg,50,65
17.08.2023,Perşembe,MARUL (AYSBERK),Adet,15,20
17.08.2023,Perşembe,MARUL (MOR),Adet,11,16
17.08.2023,Perşembe,MARUL (MUHTELİF),Adet,11,16
17.08.2023,Perşembe,MAYDONOZ,Bağ,"2,5","4,5"
17.08.2023,Perşembe,NANE (BAĞ),Bağ,3,6
17.08.2023,Perşembe,PATATES,Kg,11,15
17.08.2023,Perşembe,PATLICAN (KEMER),Kg,10,18
17.08.2023,Perşembe,PATLICAN (TOPAK),Kg,7,18
17.08.2023,Perşembe,PIRASA,Kg,8,13
17.08.2023,Perşembe,ROKA (BAĞ),Bağ,2,"4,5"
17.08.2023,Perşembe,SALATALIK (SİLOR),Kg,10,15
17.08.2023,Perşembe,SALATALIK (MUHTELİF),Kg,8,12
17.08.2023,Perşembe,SARIMSAK (KURU),Kg,35,70
17.08.2023,Perşembe,SEMİZ OTU (BAĞ),Bağ,"3,5",6
17.08.2023,Perşembe,SOGAN (KURU),Kg,8,15
17.08.2023,Perşembe,SOGAN (YEŞİL),Kg,17,25
17.08.2023,Perşembe,TERE,Bağ,"2,5","4,5"
17.08.2023,Perşembe,HAVUÇ,Kg,10,18
17.08.2023,Perşembe,HIRTLAK,Kg,10,40
21.08.2023,Pazartesi,BİBER (CİN),Kg,12,25
21.08.2023,Pazartesi,BİBER (ÇARLİ),Kg,12,20
21.08.2023,Pazartesi,BİBER (DOLMA),Kg,10,16
21.08.2023,Pazartesi,BİBER (KIL),Kg,17,27
21.08.2023,Pazartesi,BİBER (KAPYA),Kg,20,30
21.08.2023,Pazartesi,BİBER (SİVRİ),Kg,15,22
21.08.2023,Pazartesi,BİBER (KÖY),Kg,10,20
21.08.2023,Pazartesi,BROKOLİ,Kg,20,35
21.08.2023,Pazartesi,DERE OTU,Bağ,3,5
21.08.2023,Pazartesi,DOMATES (Çeri),Kg,25,35
21.08.2023,Pazartesi,DOMATES (MUHTELİF),Kg,10,20
21.08.2023,Pazartesi,DOMATES (SALKIM),Kg,12,18
21.08.2023,Pazartesi,DOMATES (SALKIM KUTU),Kg,20,27
21.08.2023,Pazartesi,DOMATES (KÖY),Kg,15,25
21.08.2023,Pazartesi,DOMATES (İKİNCİ),Kg,7,13
21.08.2023,Pazartesi,EKŞİ OT (BAĞ),Bağ,3,5
21.08.2023,Pazartesi,FASULYE (MUHTELİF),Kg,30,40
21.08.2023,Pazartesi,FESLEĞEN (REYHAN),Bağ,5,7
21.08.2023,Pazartesi,ISPANAK,Kg,17,25
21.08.2023,Pazartesi,KABAK (BEYAZ),Kg,8,15
21.08.2023,Pazartesi,KABAK (KARA),Kg,8,15
21.08.2023,Pazartesi,KARNABAHAR,Kg,10,15
21.08.2023,Pazartesi,LAHANA (BEYAZ),Kg,5,10
21.08.2023,Pazartesi,LAHANA (MOR),Kg,10,18
21.08.2023,Pazartesi,MANTAR (KÜLTÜR),Kg,50,65
21.08.2023,Pazartesi,MARUL (AYSBERK),Adet,15,20
21.08.2023,Pazartesi,MARUL (MOR),Adet,11,16
21.08.2023,Pazartesi,MARUL (MUHTELİF),Adet,11,16
21.08.2023,Pazartesi,MAYDONOZ,Bağ,"2,5","4,5"
21.08.2023,Pazartesi,NANE (BAĞ),Bağ,3,6
21.08.2023,Pazartesi,PATATES,Kg,11,15
21.08.2023,Pazartesi,PATLICAN (KEMER),Kg,10,18
21.08.2023,Pazartesi,PATLICAN (TOPAK),Kg,7,18
21.08.2023,Pazartesi,PIRASA,Kg,8,13
21.08.2023,Pazartesi,ROKA (BAĞ),Bağ,2,"4,5"
21.08.2023,Pazartesi,SALATALIK (SİLOR),Kg,10,15
21.08.2023,Pazartesi,SALATALIK (MUHTELİF),Kg,8,12
21.08.2023,Pazartesi,SARIMSAK (KURU),Kg,35,70
21.08.2023,Pazartesi,SEMİZ OTU (BAĞ),Bağ,"3,5",6
21.08.2023,Pazartesi,SOGAN (KURU),Kg,8,15
21.08.2023,Pazartesi,SOGAN (YEŞİL),Kg,17,25
21.08.2023,Pazartesi,TERE,Bağ,"2,5","4,5"
21.08.2023,Pazartesi,HAVUÇ,Kg,10,18
21.08.2023,Pazartesi,HIRTLAK,Kg,10,40
24.08.2023,Perşembe,BİBER (CİN),Kg,12,25
24.08.2023,Perşembe,BİBER (ÇARLİ),Kg,10,16
24.08.2023,Perşembe,BİBER (DOLMA),Kg,10,15
24.08.2023,Perşembe,BİBER (KIL),Kg,15,25
24.08.2023,Perşembe,BİBER (KAPYA),Kg,20,30
24.08.2023,Perşembe,BİBER (SİVRİ),Kg,9,17
24.08.2023,Perşembe,BİBER (KÖY),Kg,9,15
24.08.2023,Perşembe,BROKOLİ,Kg,20,35
24.08.2023,Perşembe,DERE OTU,Bağ,3,5
24.08.2023,Perşembe,DOMATES (Çeri),Kg,20,30
24.08.2023,Perşembe,DOMATES (MUHTELİF),Kg,10,17
24.08.2023,Perşembe,DOMATES (SALKIM),Kg,12,18
24.08.2023,Perşembe,DOMATES (SALKIM KUTU),Kg,20,27
24.08.2023,Perşembe,DOMATES (KÖY),Kg,15,25
24.08.2023,Perşembe,DOMATES (İKİNCİ),Kg,7,13
24.08.2023,Perşembe,EKŞİ OT (BAĞ),Bağ,3,5
24.08.2023,Perşembe,FASULYE (MUHTELİF),Kg,20,32
24.08.2023,Perşembe,FESLEĞEN (REYHAN),Bağ,5,7
24.08.2023,Perşembe,ISPANAK,Kg,17,25
24.08.2023,Perşembe,KABAK (BEYAZ),Kg,8,15
24.08.2023,Perşembe,KABAK (KARA),Kg,8,15
24.08.2023,Perşembe,KARNABAHAR,Kg,13,20
24.08.2023,Perşembe,LAHANA (BEYAZ),Kg,5,10
24.08.2023,Perşembe,LAHANA (MOR),Kg,10,18
24.08.2023,Perşembe,MANTAR (KÜLTÜR),Kg,55,68
24.08.2023,Perşembe,MARUL (AYSBERK),Adet,15,20
24.08.2023,Perşembe,MARUL (MOR),Adet,11,16
24.08.2023,Perşembe,MARUL (MUHTELİF),Adet,11,16
24.08.2023,Perşembe,MAYDONOZ,Bağ,"2,5","4,5"
24.08.2023,Perşembe,NANE (BAĞ),Bağ,3,6
24.08.2023,Perşembe,PATATES,Kg,11,15
24.08.2023,Perşembe,PATLICAN (KEMER),Kg,8,15
24.08.2023,Perşembe,PATLICAN (TOPAK),Kg,7,18
24.08.2023,Perşembe,PIRASA,Kg,8,13
24.08.2023,Perşembe,ROKA (BAĞ),Bağ,2,"4,5"
24.08.2023,Perşembe,SALATALIK (SİLOR),Kg,10,15
24.08.2023,Perşembe,SALATALIK (MUHTELİF),Kg,8,12
24.08.2023,Perşembe,SARIMSAK (KURU),Kg,35,70
24.08.2023,Perşembe,SEMİZ OTU (BAĞ),Bağ,"3,5",6
24.08.2023,Perşembe,SOGAN (KURU),Kg,8,15
24.08.2023,Perşembe,SOGAN (YEŞİL),Kg,17,25
24.08.2023,Perşembe,TERE,Bağ,"2,5","4,5"
24.08.2023,Perşembe,HAVUÇ,Kg,10,18
24.08.2023,Perşembe,HIRTLAK,Kg,10,40
28.08.2023,Pazartesi,BİBER (CİN),Kg,12,25
28.08.2023,Pazartesi,BİBER (ÇARLİ),Kg,10,16
28.08.2023,Pazartesi,BİBER (DOLMA),Kg,10,15
28.08.2023,Pazartesi,BİBER (KIL),Kg,15,25
28.08.2023,Pazartesi,BİBER (KAPYA),Kg,20,30
28.08.2023,Pazartesi,BİBER (SİVRİ),Kg,9,17
28.08.2023,Pazartesi,BİBER (KÖY),Kg,9,15
28.08.2023,Pazartesi,BROKOLİ,Kg,20,35
28.08.2023,Pazartesi,DERE OTU,Bağ,3,5
28.08.2023,Pazartesi,DOMATES (Çeri),Kg,20,30
28.08.2023,Pazartesi,DOMATES (MUHTELİF),Kg,10,17
28.08.2023,Pazartesi,DOMATES (SALKIM),Kg,12,18
28.08.2023,Pazartesi,DOMATES (SALKIM KUTU),Kg,20,27
28.08.2023,Pazartesi,DOMATES (KÖY),Kg,15,25
28.08.2023,Pazartesi,DOMATES (İKİNCİ),Kg,7,13
28.08.2023,Pazartesi,EKŞİ OT (BAĞ),Bağ,3,5
28.08.2023,Pazartesi,FASULYE (MUHTELİF),Kg,20,32
28.08.2023,Pazartesi,FESLEĞEN (REYHAN),Bağ,5,7
28.08.2023,Pazartesi,ISPANAK,Kg,17,25
28.08.2023,Pazartesi,KABAK (BEYAZ),Kg,8,15
28.08.2023,Pazartesi,KABAK (KARA),Kg,8,15
28.08.2023,Pazartesi,KARNABAHAR,Kg,13,20
28.08.2023,Pazartesi,LAHANA (BEYAZ),Kg,5,10
28.08.2023,Pazartesi,LAHANA (MOR),Kg,10,18
28.08.2023,Pazartesi,MANTAR (KÜLTÜR),Kg,55,68
28.08.2023,Pazartesi,MARUL (AYSBERK),Adet,15,20
28.08.2023,Pazartesi,MARUL (MOR),Adet,11,16
28.08.2023,Pazartesi,MARUL (MUHTELİF),Adet,11,16
28.08.2023,Pazartesi,MAYDONOZ,Bağ,"2,5","4,5"
28.08.2023,Pazartesi,NANE (BAĞ),Bağ,3,6
28.08.2023,Pazartesi,PATATES,Kg,11,15
28.08.2023,Pazartesi,PATLICAN (KEMER),Kg,8,15
28.08.2023,Pazartesi,PATLICAN (TOPAK),Kg,7,18
28.08.2023,Pazartesi,PIRASA,Kg,8,13
28.08.2023,Pazartesi,ROKA (BAĞ),Bağ,2,"4,5"
28.08.2023,Pazartesi,SALATALIK (SİLOR),Kg,10,15
28.08.2023,Pazartesi,SALATALIK (MUHTELİF),Kg,8,12
28.08.2023,Pazartesi,SARIMSAK (KURU),Kg,35,70
28.08.2023,Pazartesi,SEMİZ OTU (BAĞ),Bağ,"3,5",6
28.08.2023,Pazartesi,SOGAN (KURU),Kg,8,15
28.08.2023,Pazartesi,SOGAN (YEŞİL),Kg,17,25
28.08.2023,Pazartesi,TERE,Bağ,"2,5","4,5"
28.08.2023,Pazartesi,HAVUÇ,Kg,10,18
28.08.2023,Pazartesi,HIRTLAK,Kg,10,40
31.08.2023,Perşembe,BİBER (CİN),Kg,17,35
31.08.2023,Perşembe,BİBER (ÇARLİ),Kg,10,16
31.08.2023,Perşembe,BİBER (DOLMA),Kg,10,15
31.08.2023,Perşembe,BİBER (KIL),Kg,12,22
31.08.2023,Perşembe,BİBER (KAPYA),Kg,17,26
31.08.2023,Perşembe,BİBER (SİVRİ),Kg,9,17
31.08.2023,Perşembe,BİBER (KÖY),Kg,9,15
31.08.2023,Perşembe,BROKOLİ,Kg,20,35
31.08.2023,Perşembe,DERE OTU,Bağ,3,5
31.08.2023,Perşembe,DOMATES (Çeri),Kg,20,30
31.08.2023,Perşembe,DOMATES (MUHTELİF),Kg,10,17
31.08.2023,Perşembe,DOMATES (SALKIM),Kg,12,18
31.08.2023,Perşembe,DOMATES (SALKIM KUTU),Kg,20,27
31.08.2023,Perşembe,DOMATES (KÖY),Kg,15,25
31.08.2023,Perşembe,DOMATES (İKİNCİ),Kg,7,13
31.08.2023,Perşembe,EKŞİ OT (BAĞ),Bağ,3,5
31.08.2023,Perşembe,FASULYE (MUHTELİF),Kg,23,36
31.08.2023,Perşembe,FESLEĞEN (REYHAN),Bağ,5,7
31.08.2023,Perşembe,ISPANAK,Kg,17,25
31.08.2023,Perşembe,KABAK (BEYAZ),Kg,8,15
31.08.2023,Perşembe,KABAK (KARA),Kg,8,15
31.08.2023,Perşembe,KARNABAHAR,Kg,13,20
31.08.2023,Perşembe,LAHANA (BEYAZ),Kg,5,10
31.08.2023,Perşembe,LAHANA (MOR),Kg,10,18
31.08.2023,Perşembe,MANTAR (KÜLTÜR),Kg,60,75
31.08.2023,Perşembe,MARUL (AYSBERK),Adet,15,20
31.08.2023,Perşembe,MARUL (MOR),Adet,11,16
31.08.2023,Perşembe,MARUL (MUHTELİF),Adet,11,16
31.08.2023,Perşembe,MAYDONOZ,Bağ,"2,5","4,5"
31.08.2023,Perşembe,NANE (BAĞ),Bağ,3,6
31.08.2023,Perşembe,PATATES,Kg,11,15
31.08.2023,Perşembe,PATLICAN (KEMER),Kg,8,15
31.08.2023,Perşembe,PATLICAN (TOPAK),Kg,7,18
31.08.2023,Perşembe,PIRASA,Kg,8,13
31.08.2023,Perşembe,ROKA (BAĞ),Bağ,2,"4,5"
31.08.2023,Perşembe,SALATALIK (SİLOR),Kg,10,15
31.08.2023,Perşembe,SALATALIK (MUHTELİF),Kg,8,14
31.08.2023,Perşembe,SARIMSAK (KURU),Kg,35,70
31.08.2023,Perşembe,SEMİZ OTU (BAĞ),Bağ,"3,5",6
31.08.2023,Perşembe,SOGAN (KURU),Kg,8,15
31.08.2023,Perşembe,SOGAN (YEŞİL),Kg,17,25
31.08.2023,Perşembe,TERE,Bağ,"2,5","4,5"
31.08.2023,Perşembe,HAVUÇ,Kg,10,18
31.08.2023,Perşembe,HIRTLAK,Kg,10,40
04.09.2023,Pazartesi,BİBER (CİN),Kg,17,35
04.09.2023,Pazartesi,BİBER (ÇARLİ),Kg,10,16
04.09.2023,Pazartesi,BİBER (DOLMA),Kg,10,15
04.09.2023,Pazartesi,BİBER (KIL),Kg,12,22
04.09.2023,Pazartesi,BİBER (KAPYA),Kg,17,26
04.09.2023,Pazartesi,BİBER (SİVRİ),Kg,9,17
04.09.2023,Pazartesi,BİBER (KÖY),Kg,9,15
04.09.2023,Pazartesi,BROKOLİ,Kg,20,35
04.09.2023,Pazartesi,DERE OTU,Bağ,3,5
04.09.2023,Pazartesi,DOMATES (Çeri),Kg,20,30
04.09.2023,Pazartesi,DOMATES (MUHTELİF),Kg,10,17
04.09.2023,Pazartesi,DOMATES (SALKIM),Kg,12,18
04.09.2023,Pazartesi,DOMATES (SALKIM KUTU),Kg,20,27
04.09.2023,Pazartesi,DOMATES (KÖY),Kg,15,25
04.09.2023,Pazartesi,DOMATES (İKİNCİ),Kg,7,13
04.09.2023,Pazartesi,EKŞİ OT (BAĞ),Bağ,3,5
04.09.2023,Pazartesi,FASULYE (MUHTELİF),Kg,23,36
04.09.2023,Pazartesi,FESLEĞEN (REYHAN),Bağ,5,7
04.09.2023,Pazartesi,ISPANAK,Kg,17,25
04.09.2023,Pazartesi,KABAK (BEYAZ),Kg,8,15
04.09.2023,Pazartesi,KABAK (KARA),Kg,8,15
04.09.2023,Pazartesi,KARNABAHAR,Kg,13,20
04.09.2023,Pazartesi,LAHANA (BEYAZ),Kg,5,10
04.09.2023,Pazartesi,LAHANA (MOR),Kg,10,18
04.09.2023,Pazartesi,MANTAR (KÜLTÜR),Kg,60,75
04.09.2023,Pazartesi,MARUL (AYSBERK),Adet,15,20
04.09.2023,Pazartesi,MARUL (MOR),Adet,11,16
04.09.2023,Pazartesi,MARUL (MUHTELİF),Adet,11,16
04.09.2023,Pazartesi,MAYDONOZ,Bağ,"2,5","4,5"
04.09.2023,Pazartesi,NANE (BAĞ),Bağ,3,6
04.09.2023,Pazartesi,PATATES,Kg,11,15
04.09.2023,Pazartesi,PATLICAN (KEMER),Kg,8,15
04.09.2023,Pazartesi,PATLICAN (TOPAK),Kg,7,18
04.09.2023,Pazartesi,PIRASA,Kg,8,13
04.09.2023,Pazartesi,ROKA (BAĞ),Bağ,2,"4,5"
04.09.2023,Pazartesi,SALATALIK (SİLOR),Kg,10,15
04.09.2023,Pazartesi,SALATALIK (MUHTELİF),Kg,8,14
04.09.2023,Pazartesi,SARIMSAK (KURU),Kg,35,70
04.09.2023,Pazartesi,SEMİZ OTU (BAĞ),Bağ,"3,5",6
04.09.2023,Pazartesi,SOGAN (KURU),Kg,8,15
04.09.2023,Pazartesi,SOGAN (YEŞİL),Kg,17,25
04.09.2023,Pazartesi,TERE,Bağ,"2,5","4,5"
04.09.2023,Pazartesi,HAVUÇ,Kg,10,18
04.09.2023,Pazartesi,HIRTLAK,Kg,10,40
07.09.2023,Perşembe,BİBER (CİN),Kg,17,35
07.09.2023,Perşembe,BİBER (ÇARLİ),Kg,10,16
07.09.2023,Perşembe,BİBER (DOLMA),Kg,10,15
07.09.2023,Perşembe,BİBER (KIL),Kg,12,22
07.09.2023,Perşembe,BİBER (KAPYA),Kg,17,26
07.09.2023,Perşembe,BİBER (SİVRİ),Kg,9,17
07.09.2023,Perşembe,BİBER (KÖY),Kg,9,15
07.09.2023,Perşembe,BROKOLİ,Kg,20,35
07.09.2023,Perşembe,DERE OTU,Bağ,3,5
07.09.2023,Perşembe,DOMATES (Çeri),Kg,20,30
07.09.2023,Perşembe,DOMATES (MUHTELİF),Kg,10,17
07.09.2023,Perşembe,DOMATES (SALKIM),Kg,12,18
07.09.2023,Perşembe,DOMATES (SALKIM KUTU),Kg,20,27
07.09.2023,Perşembe,DOMATES (KÖY),Kg,15,25
07.09.2023,Perşembe,DOMATES (İKİNCİ),Kg,7,13
07.09.2023,Perşembe,EKŞİ OT (BAĞ),Bağ,3,5
07.09.2023,Perşembe,FASULYE (MUHTELİF),Kg,23,36
07.09.2023,Perşembe,FESLEĞEN (REYHAN),Bağ,5,7
07.09.2023,Perşembe,ISPANAK,Kg,17,25
07.09.2023,Perşembe,KABAK (BEYAZ),Kg,8,15
07.09.2023,Perşembe,KABAK (KARA),Kg,8,15
07.09.2023,Perşembe,KARNABAHAR,Kg,13,20
07.09.2023,Perşembe,LAHANA (BEYAZ),Kg,5,10
07.09.2023,Perşembe,LAHANA (MOR),Kg,10,18
07.09.2023,Perşembe,MANTAR (KÜLTÜR),Kg,60,75
07.09.2023,Perşembe,MARUL (AYSBERK),Adet,15,20
07.09.2023,Perşembe,MARUL (MOR),Adet,11,16
07.09.2023,Perşembe,MARUL (MUHTELİF),Adet,11,16
07.09.2023,Perşembe,MAYDONOZ,Bağ,"2,5","4,5"
07.09.2023,Perşembe,NANE (BAĞ),Bağ,3,6
07.09.2023,Perşembe,PATATES,Kg,11,15
07.09.2023,Perşembe,PATLICAN (KEMER),Kg,8,15
07.09.2023,Perşembe,PATLICAN (TOPAK),Kg,7,18
07.09.2023,Perşembe,PIRASA,Kg,8,13
07.09.2023,Perşembe,ROKA (BAĞ),Bağ,2,"4,5"
07.09.2023,Perşembe,SALATALIK (SİLOR),Kg,10,15
07.09.2023,Perşembe,SALATALIK (MUHTELİF),Kg,8,14
07.09.2023,Perşembe,SARIMSAK (KURU),Kg,35,70
07.09.2023,Perşembe,SEMİZ OTU (BAĞ),Bağ,"3,5",6
07.09.2023,Perşembe,SOGAN (KURU),Kg,8,15
07.09.2023,Perşembe,SOGAN (YEŞİL),Kg,17,25
07.09.2023,Perşembe,TERE,Bağ,"2,5","4,5"
07.09.2023,Perşembe,HAVUÇ,Kg,10,18
07.09.2023,Perşembe,HIRTLAK,Kg,10,40
11.09.2023,Pazartesi,BİBER (CİN),Kg,17,35
11.09.2023,Pazartesi,BİBER (ÇARLİ),Kg,10,16
11.09.2023,Pazartesi,BİBER (DOLMA),Kg,10,15
11.09.2023,Pazartesi,BİBER (KIL),Kg,12,22
11.09.2023,Pazartesi,BİBER (KAPYA),Kg,17,26
11.09.2023,Pazartesi,BİBER (SİVRİ),Kg,9,17
11.09.2023,Pazartesi,BİBER (KÖY),Kg,9,15
11.09.2023,Pazartesi,BROKOLİ,Kg,20,35
11.09.2023,Pazartesi,DERE OTU,Bağ,3,5
11.09.2023,Pazartesi,DOMATES (Çeri),Kg,20,30
11.09.2023,Pazartesi,DOMATES (MUHTELİF),Kg,10,17
11.09.2023,Pazartesi,DOMATES (SALKIM),Kg,12,18
11.09.2023,Pazartesi,DOMATES (SALKIM KUTU),Kg,20,27
11.09.2023,Pazartesi,DOMATES (KÖY),Kg,15,25
11.09.2023,Pazartesi,DOMATES (İKİNCİ),Kg,7,13
