Tarih,Gün,Ürün Adı,Birim,En Düşük Fiyat,En Yüksek Fiyat
31.01.2022,Pazartesi,MARUL (AYSBERK),Adet,"4,5","5,5"
31.01.2022,Pazartesi,MARUL (MOR),Adet,4,"5,5"
31.01.2022,Pazartesi,MARUL (MUHTELİF),Adet,4,"5,5"
31.01.2022,Pazartesi,MAYDONOZ,Bağ,"1,6","2,5"
31.01.2022,Pazartesi,NANE (BAĞ),Bağ,"1,5","2,5"
31.01.2022,Pazartesi,PANCAR (KIRMIZI),Kg,"2,5","3,5"
31.01.2022,Pazartesi,PATATES,Kg,3,"4,2"
31.01.2022,Pazartesi,PATLICAN (KEMER),Kg,16,24
31.01.2022,Pazartesi,PATLICAN (TOPAK),Kg,16,24
31.01.2022,Pazartesi,PIRASA,Kg,5,10
31.01.2022,Pazartesi,ROKA (BAĞ),Bağ,"1,5","2,5"
31.01.2022,Pazartesi,SALATALIK (SİLOR),Kg,13,20
31.01.2022,Pazartesi,SALATALIK (MUHTELİF),Kg,12,18
31.01.2022,Pazartesi,SARIMSAK (KURU),Kg,11,28
31.01.2022,Pazartesi,SEMİZ OTU (BAĞ),Bağ,2,"3,5"
31.01.2022,Pazartesi,SOGAN (KURU),Kg,"0,7","1,5"
31.01.2022,Pazartesi,SOGAN (KIRMIZI),Kg,4,"6,5"
31.01.2022,Pazartesi,SOGAN (YEŞİL),Kg,12,19
31.01.2022,Pazartesi,TERE,Bağ,"1,5","2,5"
31.01.2022,Pazartesi,TURP (MUHTELİF),Kg,"1,7","2,8"
31.01.2022,Pazartesi,HAVUÇ,Kg,3,"4,5"
03.02.2022,Perşembe,BİBER (CİN),Kg,22,29
03.02.2022,Perşembe,BİBER (ÇARLİ),Kg,15,22
03.02.2022,Perşembe,BİBER (DOLMA),Kg,13,19
03.02.2022,Perşembe,BİBER (KIL),Kg,20,28
03.02.2022,Perşembe,BİBER (KAPYA),Kg,12,17
03.02.2022,Perşembe,BİBER (SİVRİ),Kg,13,19
03.02.2022,Perşembe,BİBER (KÖY),Kg,16,23
03.02.2022,Perşembe,BROKOLİ,Kg,9,15
03.02.2022,Perşembe,DERE OTU,Bağ,"1,5","2,5"
03.02.2022,Perşembe,DOMATES (Çeri),Kg,11,17
03.02.2022,Perşembe,DOMATES (MUHTELİF),Kg,"6,5",12
03.02.2022,Perşembe,DOMATES (SALKIM),Kg,10,15
03.02.2022,Perşembe,DOMATES (KÖY),Kg,8,12
03.02.2022,Perşembe,DOMATES (İKİNCİ),Kg,5,8
03.02.2022,Perşembe,EKŞİ OT (BAĞ),Bağ,"1,2","2,5"
03.02.2022,Perşembe,FASULYE (MUHTELİF),Kg,20,30
03.02.2022,Perşembe,FESLEĞEN (REYHAN),Bağ,"2,5","3,5"
03.02.2022,Perşembe,ISPANAK,Kg,5,7
03.02.2022,Perşembe,KABAK (BEYAZ),Kg,10,21
03.02.2022,Perşembe,KABAK (KARA),Kg,10,21
03.02.2022,Perşembe,KARNABAHAR,Kg,6,9
03.02.2022,Perşembe,LAHANA (BEYAZ),Kg,2,4
03.02.2022,Perşembe,LAHANA (MOR),Kg,4,"6,5"
03.02.2022,Perşembe,MANTAR (KÜLTÜR),Kg,15,20
03.02.2022,Perşembe,MARUL (AYSBERK),Adet,"4,5","5,5"
03.02.2022,Perşembe,MARUL (MOR),Adet,4,"5,5"
03.02.2022,Perşembe,MARUL (MUHTELİF),Adet,4,"5,5"
03.02.2022,Perşembe,MAYDONOZ,Bağ,2,"2,8"
03.02.2022,Perşembe,NANE (BAĞ),Bağ,"1,5","2,5"
03.02.2022,Perşembe,PANCAR (KIRMIZI),Kg,"2,5","3,5"
03.02.2022,Perşembe,PATATES,Kg,3,"4,2"
03.02.2022,Perşembe,PATLICAN (KEMER),Kg,16,24
03.02.2022,Perşembe,PATLICAN (TOPAK),Kg,16,24
03.02.2022,Perşembe,PIRASA,Kg,4,8
03.02.2022,Perşembe,ROKA (BAĞ),Bağ,"1,5","2,5"
03.02.2022,Perşembe,SALATALIK (SİLOR),Kg,15,22
03.02.2022,Perşembe,SALATALIK (MUHTELİF),Kg,14,21
03.02.2022,Perşembe,SARIMSAK (KURU),Kg,12,30
03.02.2022,Perşembe,SEMİZ OTU (BAĞ),Bağ,2,"3,5"
03.02.2022,Perşembe,SOGAN (KURU),Kg,"0,7","1,5"
03.02.2022,Perşembe,SOGAN (KIRMIZI),Kg,4,"6,5"
03.02.2022,Perşembe,SOGAN (YEŞİL),Kg,12,19
03.02.2022,Perşembe,TERE,Bağ,"1,5","2,5"
03.02.2022,Perşembe,TURP (MUHTELİF),Kg,"1,7","2,8"
03.02.2022,Perşembe,HAVUÇ,Kg,3,"4,5"
07.02.2022,Pazartesi,BİBER (CİN),Kg,20,34
07.02.2022,Pazartesi,BİBER (ÇARLİ),Kg,15,20
07.02.2022,Pazartesi,BİBER (DOLMA),Kg,15,22
07.02.2022,Pazartesi,BİBER (KIL),Kg,20,28
07.02.2022,Pazartesi,BİBER (KAPYA),Kg,12,17
07.02.2022,Pazartesi,BİBER (SİVRİ),Kg,13,19
07.02.2022,Pazartesi,BİBER (KÖY),Kg,15,21
07.02.2022,Pazartesi,BROKOLİ,Kg,9,15
07.02.2022,Pazartesi,DERE OTU,Bağ,"1,5","2,5"
07.02.2022,Pazartesi,DOMATES (Çeri),Kg,13,20
07.02.2022,Pazartesi,DOMATES (MUHTELİF),Kg,9,16
07.02.2022,Pazartesi,DOMATES (SALKIM),Kg,12,18
07.02.2022,Pazartesi,DOMATES (KÖY),Kg,10,14
07.02.2022,Pazartesi,DOMATES (İKİNCİ),Kg,7,10
07.02.2022,Pazartesi,EKŞİ OT (BAĞ),Bağ,"1,2","2,5"
07.02.2022,Pazartesi,FASULYE (MUHTELİF),Kg,20,30
07.02.2022,Pazartesi,FESLEĞEN (REYHAN),Bağ,"2,5","3,5"
07.02.2022,Pazartesi,ISPANAK,Kg,5,7
07.02.2022,Pazartesi,KABAK (BEYAZ),Kg,10,21
07.02.2022,Pazartesi,KABAK (KARA),Kg,10,21
07.02.2022,Pazartesi,KARNABAHAR,Kg,6,9
07.02.2022,Pazartesi,LAHANA (BEYAZ),Kg,2,4
07.02.2022,Pazartesi,LAHANA (MOR),Kg,4,"6,5"
07.02.2022,Pazartesi,MANTAR (KÜLTÜR),Kg,18,24
07.02.2022,Pazartesi,MARUL (AYSBERK),Adet,"5,2","6,5"
07.02.2022,Pazartesi,MARUL (MOR),Adet,"4,7",6
07.02.2022,Pazartesi,MARUL (MUHTELİF),Adet,"4,7",6
07.02.2022,Pazartesi,MAYDONOZ,Bağ,2,3
07.02.2022,Pazartesi,NANE (BAĞ),Bağ,2,3
07.02.2022,Pazartesi,PANCAR (KIRMIZI),Kg,"2,5","3,5"
07.02.2022,Pazartesi,PATATES,Kg,3,"4,2"
07.02.2022,Pazartesi,PATLICAN (KEMER),Kg,16,24
07.02.2022,Pazartesi,PATLICAN (TOPAK),Kg,16,24
07.02.2022,Pazartesi,PIRASA,Kg,4,8
07.02.2022,Pazartesi,ROKA (BAĞ),Bağ,"1,5","2,5"
07.02.2022,Pazartesi,SALATALIK (SİLOR),Kg,18,28
07.02.2022,Pazartesi,SALATALIK (MUHTELİF),Kg,14,21
07.02.2022,Pazartesi,SARIMSAK (KURU),Kg,12,30
07.02.2022,Pazartesi,SEMİZ OTU (BAĞ),Bağ,2,"3,5"
07.02.2022,Pazartesi,SOGAN (KURU),Kg,"0,7","1,5"
07.02.2022,Pazartesi,SOGAN (KIRMIZI),Kg,4,"6,5"
07.02.2022,Pazartesi,SOGAN (YEŞİL),Kg,12,19
07.02.2022,Pazartesi,TERE,Bağ,"1,5","2,5"
07.02.2022,Pazartesi,TURP (MUHTELİF),Kg,2,3
07.02.2022,Pazartesi,HAVUÇ,Kg,3,"4,5"
10.02.2022,Perşembe,BİBER (CİN),Kg,20,34
10.02.2022,Perşembe,BİBER (ÇARLİ),Kg,14,18
10.02.2022,Perşembe,BİBER (DOLMA),Kg,15,22
10.02.2022,Perşembe,BİBER (KIL),Kg,18,25
10.02.2022,Perşembe,BİBER (KAPYA),Kg,10,15
10.02.2022,Perşembe,BİBER (SİVRİ),Kg,13,19
10.02.2022,Perşembe,BİBER (KÖY),Kg,15,20
10.02.2022,Perşembe,BROKOLİ,Kg,9,15
10.02.2022,Perşembe,DERE OTU,Bağ,2,"3,5"
10.02.2022,Perşembe,DOMATES (Çeri),Kg,13,20
10.02.2022,Perşembe,DOMATES (MUHTELİF),Kg,9,18
10.02.2022,Perşembe,DOMATES (SALKIM),Kg,12,18
10.02.2022,Perşembe,DOMATES (KÖY),Kg,10,14
10.02.2022,Perşembe,DOMATES (İKİNCİ),Kg,7,11
10.02.2022,Perşembe,EKŞİ OT (BAĞ),Bağ,"1,2","2,5"
10.02.2022,Perşembe,FASULYE (MUHTELİF),Kg,20,30
10.02.2022,Perşembe,FESLEĞEN (REYHAN),Bağ,"2,5","3,5"
10.02.2022,Perşembe,ISPANAK,Kg,7,10
10.02.2022,Perşembe,KABAK (BEYAZ),Kg,10,21
10.02.2022,Perşembe,KABAK (KARA),Kg,10,21
10.02.2022,Perşembe,KARNABAHAR,Kg,6,9
10.02.2022,Perşembe,LAHANA (BEYAZ),Kg,2,4
10.02.2022,Perşembe,LAHANA (MOR),Kg,4,"6,5"
10.02.2022,Perşembe,MANTAR (KÜLTÜR),Kg,18,24
10.02.2022,Perşembe,MARUL (AYSBERK),Adet,"5,5","7,2"
10.02.2022,Perşembe,MARUL (MOR),Adet,"4,7","6,5"
10.02.2022,Perşembe,MARUL (MUHTELİF),Adet,"4,7","6,5"
10.02.2022,Perşembe,MAYDONOZ,Bağ,2,3
10.02.2022,Perşembe,NANE (BAĞ),Bağ,2,3
10.02.2022,Perşembe,PANCAR (KIRMIZI),Kg,"2,5","3,5"
10.02.2022,Perşembe,PATATES,Kg,"3,3","4,5"
10.02.2022,Perşembe,PATLICAN (KEMER),Kg,14,20
10.02.2022,Perşembe,PATLICAN (TOPAK),Kg,14,20
10.02.2022,Perşembe,PIRASA,Kg,4,8
10.02.2022,Perşembe,ROKA (BAĞ),Bağ,"1,5","2,5"
10.02.2022,Perşembe,SALATALIK (MUHTELİF),Kg,10,16
10.02.2022,Perşembe,SALATALIK (SİLOR),Kg,15,20
10.02.2022,Perşembe,SARIMSAK (KURU),Kg,12,30
10.02.2022,Perşembe,SEMİZ OTU (BAĞ),Bağ,2,"3,5"
10.02.2022,Perşembe,SOGAN (KURU),Kg,"0,7","1,5"
10.02.2022,Perşembe,SOGAN (KIRMIZI),Kg,4,"6,5"
10.02.2022,Perşembe,SOGAN (YEŞİL),Kg,12,19
10.02.2022,Perşembe,TERE,Bağ,"1,5","2,5"
10.02.2022,Perşembe,TURP (MUHTELİF),Kg,2,3
10.02.2022,Perşembe,HAVUÇ,Kg,3,"4,5"
14.02.2022,Pazartesi,BİBER (CİN),Kg,15,30
14.02.2022,Pazartesi,BİBER (ÇARLİ),Kg,10,14
14.02.2022,Pazartesi,BİBER (DOLMA),Kg,13,19
14.02.2022,Pazartesi,BİBER (KIL),Kg,16,22
14.02.2022,Pazartesi,BİBER (KAPYA),Kg,11,18
14.02.2022,Pazartesi,BİBER (SİVRİ),Kg,10,15
14.02.2022,Pazartesi,BİBER (KÖY),Kg,13,19
14.02.2022,Pazartesi,BROKOLİ,Kg,9,15
14.02.2022,Pazartesi,DERE OTU,Bağ,2,"3,5"
14.02.2022,Pazartesi,DOMATES (Çeri),Kg,10,17
14.02.2022,Pazartesi,DOMATES (MUHTELİF),Kg,8,15
14.02.2022,Pazartesi,DOMATES (SALKIM),Kg,10,16
14.02.2022,Pazartesi,DOMATES (KÖY),Kg,10,14
14.02.2022,Pazartesi,DOMATES (İKİNCİ),Kg,7,11
14.02.2022,Pazartesi,EKŞİ OT (BAĞ),Bağ,"1,5","2,5"
14.02.2022,Pazartesi,FASULYE (MUHTELİF),Kg,20,30
14.02.2022,Pazartesi,FESLEĞEN (REYHAN),Bağ,3,"4,5"
14.02.2022,Pazartesi,ISPANAK,Kg,6,9
14.02.2022,Pazartesi,KABAK (BEYAZ),Kg,10,19
14.02.2022,Pazartesi,KABAK (KARA),Kg,10,19
14.02.2022,Pazartesi,KARNABAHAR,Kg,5,7
14.02.2022,Pazartesi,LAHANA (BEYAZ),Kg,2,4
14.02.2022,Pazartesi,LAHANA (MOR),Kg,4,"6,5"
14.02.2022,Pazartesi,MANTAR (KÜLTÜR),Kg,18,24
14.02.2022,Pazartesi,MARUL (AYSBERK),Adet,"5,5","7,5"
14.02.2022,Pazartesi,MARUL (MOR),Adet,6,7
14.02.2022,Pazartesi,MARUL (MUHTELİF),Adet,5,7
14.02.2022,Pazartesi,MAYDONOZ,Bağ,2,3
14.02.2022,Pazartesi,NANE (BAĞ),Bağ,2,"3,5"
14.02.2022,Pazartesi,PANCAR (KIRMIZI),Kg,"2,5","3,5"
14.02.2022,Pazartesi,PATATES,Kg,"3,5","4,5"
14.02.2022,Pazartesi,PATLICAN (KEMER),Kg,10,15
14.02.2022,Pazartesi,PATLICAN (TOPAK),Kg,10,15
14.02.2022,Pazartesi,PIRASA,Kg,4,8
14.02.2022,Pazartesi,ROKA (BAĞ),Bağ,"1,5","2,5"
14.02.2022,Pazartesi,SALATALIK (SİLOR),Kg,12,18
14.02.2022,Pazartesi,SALATALIK (MUHTELİF),Kg,8,14
14.02.2022,Pazartesi,SARIMSAK (KURU),Kg,12,30
14.02.2022,Pazartesi,SEMİZ OTU (BAĞ),Bağ,"2,5",4
14.02.2022,Pazartesi,SOGAN (KURU),Kg,"0,7","1,5"
14.02.2022,Pazartesi,SOGAN (KIRMIZI),Kg,4,"6,5"
14.02.2022,Pazartesi,SOGAN (YEŞİL),Kg,9,15
14.02.2022,Pazartesi,TERE,Bağ,"1,5","2,5"
14.02.2022,Pazartesi,TURP (MUHTELİF),Kg,2,3
14.02.2022,Pazartesi,HAVUÇ,Kg,3,"4,5"
17.02.2022,Perşembe,BİBER (CİN),Kg,15,30
17.02.2022,Perşembe,BİBER (ÇARLİ),Kg,10,14
17.02.2022,Perşembe,BİBER (DOLMA),Kg,12,18
17.02.2022,Perşembe,BİBER (KIL),Kg,16,22
17.02.2022,Perşembe,BİBER (KAPYA),Kg,11,18
17.02.2022,Perşembe,BİBER (SİVRİ),Kg,10,15
17.02.2022,Perşembe,BİBER (KÖY),Kg,13,19
17.02.2022,Perşembe,BROKOLİ,Kg,9,15
17.02.2022,Perşembe,DERE OTU,Bağ,2,"4,2"
17.02.2022,Perşembe,DOMATES (Çeri),Kg,10,17
17.02.2022,Perşembe,DOMATES (MUHTELİF),Kg,8,15
17.02.2022,Perşembe,DOMATES (SALKIM),Kg,10,16
17.02.2022,Perşembe,DOMATES (KÖY),Kg,10,14
17.02.2022,Perşembe,DOMATES (İKİNCİ),Kg,7,11
17.02.2022,Perşembe,EKŞİ OT (BAĞ),Bağ,"1,2","2,5"
17.02.2022,Perşembe,FASULYE (MUHTELİF),Kg,20,30
17.02.2022,Perşembe,FESLEĞEN (REYHAN),Bağ,3,"4,5"
17.02.2022,Perşembe,ISPANAK,Kg,6,9
17.02.2022,Perşembe,KABAK (BEYAZ),Kg,10,18
17.02.2022,Perşembe,KABAK (KARA),Kg,10,18
17.02.2022,Perşembe,KARNABAHAR,Kg,6,9
17.02.2022,Perşembe,LAHANA (BEYAZ),Kg,2,4
17.02.2022,Perşembe,LAHANA (MOR),Kg,4,"6,5"
17.02.2022,Perşembe,MANTAR (KÜLTÜR),Kg,18,24
17.02.2022,Perşembe,MARUL (AYSBERK),Adet,"5,5","7,5"
17.02.2022,Perşembe,MARUL (MOR),Adet,6,7
17.02.2022,Perşembe,MARUL (MUHTELİF),Adet,5,7
17.02.2022,Perşembe,MAYDONOZ,Bağ,2,3
17.02.2022,Perşembe,NANE (BAĞ),Bağ,2,"3,5"
17.02.2022,Perşembe,PANCAR (KIRMIZI),Kg,"2,5","3,5"
17.02.2022,Perşembe,PATATES,Kg,"3,3","4,5"
17.02.2022,Perşembe,PATLICAN (KEMER),Kg,"8,5",13
17.02.2022,Perşembe,PATLICAN (TOPAK),Kg,10,17
17.02.2022,Perşembe,PIRASA,Kg,4,6
17.02.2022,Perşembe,ROKA (BAĞ),Bağ,"1,5","2,5"
17.02.2022,Perşembe,SALATALIK (SİLOR),Kg,12,18
17.02.2022,Perşembe,SALATALIK (MUHTELİF),Kg,8,14
17.02.2022,Perşembe,SARIMSAK (KURU),Kg,12,30
17.02.2022,Perşembe,SEMİZ OTU (BAĞ),Bağ,"2,5",4
17.02.2022,Perşembe,SOGAN (KURU),Kg,"0,7","1,5"
17.02.2022,Perşembe,SOGAN (KIRMIZI),Kg,4,"6,5"
17.02.2022,Perşembe,SOGAN (YEŞİL),Kg,9,15
17.02.2022,Perşembe,TERE,Bağ,"1,5","2,5"
17.02.2022,Perşembe,TURP (MUHTELİF),Kg,2,3
17.02.2022,Perşembe,HAVUÇ,Kg,3,"4,5"
21.02.2022,Pazartesi,BİBER (CİN),Kg,15,30
21.02.2022,Pazartesi,BİBER (ÇARLİ),Kg,12,17
21.02.2022,Pazartesi,BİBER (DOLMA),Kg,12,18
21.02.2022,Pazartesi,BİBER (KIL),Kg,18,25
21.02.2022,Pazartesi,BİBER (KAPYA),Kg,11,18
21.02.2022,Pazartesi,BİBER (SİVRİ),Kg,14,20
21.02.2022,Pazartesi,BİBER (KÖY),Kg,15,21
21.02.2022,Pazartesi,BROKOLİ,Kg,9,15
21.02.2022,Pazartesi,DERE OTU,Bağ,2,"4,2"
21.02.2022,Pazartesi,DOMATES (Çeri),Kg,10,17
21.02.2022,Pazartesi,DOMATES (MUHTELİF),Kg,8,15
21.02.2022,Pazartesi,DOMATES (SALKIM),Kg,10,16
21.02.2022,Pazartesi,DOMATES (KÖY),Kg,10,14
21.02.2022,Pazartesi,DOMATES (İKİNCİ),Kg,7,11
21.02.2022,Pazartesi,EKŞİ OT (BAĞ),Bağ,"1,2","2,5"
21.02.2022,Pazartesi,FASULYE (MUHTELİF),Kg,20,30
21.02.2022,Pazartesi,FESLEĞEN (REYHAN),Bağ,3,"4,5"
21.02.2022,Pazartesi,ISPANAK,Kg,5,9
21.02.2022,Pazartesi,KABAK (BEYAZ),Kg,10,18
21.02.2022,Pazartesi,KABAK (KARA),Kg,10,18
21.02.2022,Pazartesi,KARNABAHAR,Kg,6,9
21.02.2022,Pazartesi,LAHANA (BEYAZ),Kg,2,4
21.02.2022,Pazartesi,LAHANA (MOR),Kg,4,"6,5"
21.02.2022,Pazartesi,MANTAR (KÜLTÜR),Kg,20,26
21.02.2022,Pazartesi,MARUL (AYSBERK),Adet,"5,5","7,5"
21.02.2022,Pazartesi,MARUL (MOR),Adet,6,7
21.02.2022,Pazartesi,MARUL (MUHTELİF),Adet,5,7
21.02.2022,Pazartesi,MAYDONOZ,Bağ,2,3
21.02.2022,Pazartesi,NANE (BAĞ),Bağ,2,"3,5"
21.02.2022,Pazartesi,PANCAR (KIRMIZI),Kg,"2,5","3,5"
21.02.2022,Pazartesi,PATATES,Kg,"3,3","4,5"
21.02.2022,Pazartesi,PATLICAN (KEMER),Kg,"8,5",16
21.02.2022,Pazartesi,PATLICAN (TOPAK),Kg,12,19
21.02.2022,Pazartesi,PIRASA,Kg,4,6
21.02.2022,Pazartesi,ROKA (BAĞ),Bağ,"1,5","2,5"
21.02.2022,Pazartesi,SALATALIK (SİLOR),Kg,12,20
21.02.2022,Pazartesi,SALATALIK (MUHTELİF),Kg,8,14
21.02.2022,Pazartesi,SARIMSAK (KURU),Kg,12,30
21.02.2022,Pazartesi,SEMİZ OTU (BAĞ),Bağ,"2,5",4
21.02.2022,Pazartesi,SOGAN (KURU),Kg,"0,7","1,5"
21.02.2022,Pazartesi,SOGAN (KIRMIZI),Kg,4,"6,5"
21.02.2022,Pazartesi,SOGAN (YEŞİL),Kg,11,20
21.02.2022,Pazartesi,TERE,Bağ,"1,5","2,5"
21.02.2022,Pazartesi,TURP (MUHTELİF),Kg,2,3
21.02.2022,Pazartesi,HAVUÇ,Kg,3,"4,5"
28.02.2022,Pazartesi,BİBER (CİN),Kg,15,30
28.02.2022,Pazartesi,BİBER (ÇARLİ),Kg,10,14
28.02.2022,Pazartesi,BİBER (DOLMA),Kg,10,14
28.02.2022,Pazartesi,BİBER (KIL),Kg,18,25
28.02.2022,Pazartesi,BİBER (KAPYA),Kg,10,16
28.02.2022,Pazartesi,BİBER (SİVRİ),Kg,11,16
28.02.2022,Pazartesi,BİBER (KÖY),Kg,11,16
28.02.2022,Pazartesi,BROKOLİ,Kg,9,13
28.02.2022,Pazartesi,DERE OTU,Bağ,"1,5",3
28.02.2022,Pazartesi,DOMATES (Çeri),Kg,8,15
28.02.2022,Pazartesi,DOMATES (MUHTELİF),Kg,5,10
28.02.2022,Pazartesi,DOMATES (SALKIM),Kg,7,12
28.02.2022,Pazartesi,DOMATES (KÖY),Kg,7,10
28.02.2022,Pazartesi,DOMATES (İKİNCİ),Kg,3,7
28.02.2022,Pazartesi,EKŞİ OT (BAĞ),Bağ,"1,2","2,5"
28.02.2022,Pazartesi,FASULYE (MUHTELİF),Kg,20,30
28.02.2022,Pazartesi,FESLEĞEN (REYHAN),Bağ,3,5
28.02.2022,Pazartesi,ISPANAK,Kg,5,8
28.02.2022,Pazartesi,KABAK (BEYAZ),Kg,7,12
28.02.2022,Pazartesi,KABAK (KARA),Kg,8,13
28.02.2022,Pazartesi,KARNABAHAR,Kg,5,"7,5"
28.02.2022,Pazartesi,LAHANA (BEYAZ),Kg,2,4
28.02.2022,Pazartesi,LAHANA (MOR),Kg,4,"6,5"
28.02.2022,Pazartesi,MANTAR (KÜLTÜR),Kg,20,26
28.02.2022,Pazartesi,MARUL (AYSBERK),Adet,"6,5","8,5"
28.02.2022,Pazartesi,MARUL (MOR),Adet,6,7
28.02.2022,Pazartesi,MARUL (MUHTELİF),Adet,5,7
28.02.2022,Pazartesi,MAYDONOZ,Bağ,2,3
28.02.2022,Pazartesi,NANE (BAĞ),Bağ,2,"3,5"
28.02.2022,Pazartesi,PANCAR (KIRMIZI),Kg,"2,5","3,5"
28.02.2022,Pazartesi,PATATES,Kg,"3,3","4,5"
28.02.2022,Pazartesi,PATLICAN (KEMER),Kg,8,14
28.02.2022,Pazartesi,PATLICAN (TOPAK),Kg,11,16
28.02.2022,Pazartesi,PIRASA,Kg,4,6
28.02.2022,Pazartesi,ROKA (BAĞ),Bağ,"1,5","2,5"
28.02.2022,Pazartesi,SALATALIK (SİLOR),Kg,13,19
28.02.2022,Pazartesi,SALATALIK (MUHTELİF),Kg,8,13
28.02.2022,Pazartesi,SARIMSAK (KURU),Kg,12,30
28.02.2022,Pazartesi,SEMİZ OTU (BAĞ),Bağ,"2,5",4
28.02.2022,Pazartesi,SOGAN (KURU),Kg,"0,7","1,5"
28.02.2022,Pazartesi,SOGAN (KIRMIZI),Kg,4,"6,5"
28.02.2022,Pazartesi,SOGAN (YEŞİL),Kg,10,17
28.02.2022,Pazartesi,TERE,Bağ,"1,5","2,5"
28.02.2022,Pazartesi,TURP (MUHTELİF),Kg,2,3
28.02.2022,Pazartesi,HAVUÇ,Kg,3,"4,5"
03.03.2022,Perşembe,BİBER (CİN),Kg,15,30
03.03.2022,Perşembe,BİBER (ÇARLİ),Kg,10,14
03.03.2022,Perşembe,BİBER (DOLMA),Kg,10,14
03.03.2022,Perşembe,BİBER (KIL),Kg,18,25
03.03.2022,Perşembe,BİBER (KAPYA),Kg,10,16
03.03.2022,Perşembe,BİBER (SİVRİ),Kg,11,16
03.03.2022,Perşembe,BİBER (KÖY),Kg,11,16
03.03.2022,Perşembe,BROKOLİ,Kg,9,13
03.03.2022,Perşembe,DERE OTU,Bağ,"1,5",3
03.03.2022,Perşembe,DOMATES (Çeri),Kg,8,15
03.03.2022,Perşembe,DOMATES (MUHTELİF),Kg,5,10
03.03.2022,Perşembe,DOMATES (SALKIM),Kg,7,12
03.03.2022,Perşembe,DOMATES (KÖY),Kg,7,10
03.03.2022,Perşembe,DOMATES (İKİNCİ),Kg,3,7
03.03.2022,Perşembe,EKŞİ OT (BAĞ),Bağ,"1,2","2,5"
03.03.2022,Perşembe,FASULYE (MUHTELİF),Kg,20,30
03.03.2022,Perşembe,FESLEĞEN (REYHAN),Bağ,3,5
03.03.2022,Perşembe,ISPANAK,Kg,5,8
03.03.2022,Perşembe,KABAK (BEYAZ),Kg,7,12
03.03.2022,Perşembe,KABAK (KARA),Kg,8,13
03.03.2022,Perşembe,KARNABAHAR,Kg,5,"7,5"
03.03.2022,Perşembe,LAHANA (BEYAZ),Kg,2,4
03.03.2022,Perşembe,LAHANA (MOR),Kg,4,"6,5"
03.03.2022,Perşembe,MANTAR (KÜLTÜR),Kg,20,26
03.03.2022,Perşembe,MARUL (AYSBERK),Adet,"6,5","8,5"
03.03.2022,Perşembe,MARUL (MOR),Adet,6,7
03.03.2022,Perşembe,MARUL (MUHTELİF),Adet,5,7
03.03.2022,Perşembe,MAYDONOZ,Bağ,2,3
03.03.2022,Perşembe,NANE (BAĞ),Bağ,2,"3,5"
03.03.2022,Perşembe,PANCAR (KIRMIZI),Kg,"2,5","3,5"
03.03.2022,Perşembe,PATATES,Kg,"3,3","4,5"
03.03.2022,Perşembe,PATLICAN (KEMER),Kg,9,16
03.03.2022,Perşembe,PATLICAN (TOPAK),Kg,10,16
03.03.2022,Perşembe,PIRASA,Kg,4,6
03.03.2022,Perşembe,ROKA (BAĞ),Bağ,"1,5","2,5"
03.03.2022,Perşembe,SALATALIK (SİLOR),Kg,13,19
03.03.2022,Perşembe,SALATALIK (MUHTELİF),Kg,11,16
03.03.2022,Perşembe,SARIMSAK (KURU),Kg,12,30
03.03.2022,Perşembe,SEMİZ OTU (BAĞ),Bağ,"2,5",4
03.03.2022,Perşembe,SOGAN (KURU),Kg,"0,7","1,5"
03.03.2022,Perşembe,SOGAN (KIRMIZI),Kg,4,"6,5"
03.03.2022,Perşembe,SOGAN (YEŞİL),Kg,10,17
03.03.2022,Perşembe,TERE,Bağ,"1,5","2,5"
03.03.2022,Perşembe,TURP (MUHTELİF),Kg,2,3
03.03.2022,Perşembe,HAVUÇ,Kg,3,"4,5"
07.03.2022,Pazartesi,BİBER (CİN),Kg,20,40
07.03.2022,Pazartesi,BİBER (ÇARLİ),Kg,12,17
07.03.2022,Pazartesi,BİBER (DOLMA),Kg,12,16
07.03.2022,Pazartesi,BİBER (KIL),Kg,20,27
07.03.2022,Pazartesi,BİBER (KAPYA),Kg,12,19
07.03.2022,Pazartesi,BİBER (SİVRİ),Kg,13,19
07.03.2022,Pazartesi,BİBER (KÖY),Kg,13,21
07.03.2022,Pazartesi,BROKOLİ,Kg,9,13
07.03.2022,Pazartesi,DERE OTU,Bağ,"1,5","2,5"
07.03.2022,Pazartesi,DOMATES (Çeri),Kg,12,18
07.03.2022,Pazartesi,DOMATES (MUHTELİF),Kg,6,11
07.03.2022,Pazartesi,DOMATES (SALKIM),Kg,7,12
07.03.2022,Pazartesi,DOMATES (KÖY),Kg,7,12
07.03.2022,Pazartesi,DOMATES (İKİNCİ),Kg,3,7
07.03.2022,Pazartesi,EKŞİ OT (BAĞ),Bağ,"1,2","2,5"
07.03.2022,Pazartesi,FASULYE (MUHTELİF),Kg,20,30
07.03.2022,Pazartesi,FESLEĞEN (REYHAN),Bağ,3,5
07.03.2022,Pazartesi,ISPANAK,Kg,5,7
07.03.2022,Pazartesi,KABAK (BEYAZ),Kg,7,12
07.03.2022,Pazartesi,KABAK (KARA),Kg,8,13
07.03.2022,Pazartesi,KARNABAHAR,Kg,5,"7,5"
07.03.2022,Pazartesi,LAHANA (BEYAZ),Kg,2,4
